flight_legs,itinerary,origin_airport,destination_airport,start_time,end_time,fdt_duration,sectors,ground_transit_mins,duty_cost
"[3504658285, 3504658127]",EBL ➔ DUS ➔ BER,EBL,BER,3585.0,4120.0,505.0,2,0.0,607.5
"[3504658285, 3504657808]",EBL ➔ DUS ➔ PRG,EBL,PRG,3585.0,4135.0,520.0,2,0.0,617.5
"[3504658285, 3504658139]",EBL ➔ DUS ➔ ARN,EBL,ARN,3585.0,4290.0,675.0,2,0.0,715.0
[3504658285],EBL ➔ DUS,EBL,DUS,3585.0,3995.0,380.0,1,0.0,510.0
"[3504657720, 3504657741, 3504657753]",CFU ➔ STR ➔ RHO ➔ STR,CFU,STR,3585.0,4285.0,670.0,3,0.0,755.0
"[3504657720, 3504657661]",CFU ➔ STR ➔ KGS,CFU,KGS,3585.0,4050.0,435.0,2,0.0,540.0
"[3504657720, 3504657727]",CFU ➔ STR ➔ ATH,CFU,ATH,3585.0,4085.0,470.0,2,0.0,547.5
"[3504657720, 3504657673, 3504657674]",CFU ➔ STR ➔ LHR ➔ STR,CFU,STR,3585.0,4205.0,590.0,3,0.0,627.5
"[3504657720, 3504657673, 3504658032]",CFU ➔ STR ➔ LHR ➔ HAM,CFU,HAM,3585.0,4230.0,615.0,3,0.0,640.0
"[3504657720, 3504657673, 3504658176]",CFU ➔ STR ➔ LHR ➔ DUS,CFU,DUS,3585.0,4225.0,610.0,3,0.0,630.0
"[3504657720, 3504657673, 3504657597]",CFU ➔ STR ➔ LHR ➔ CGN,CFU,CGN,3585.0,4250.0,635.0,3,0.0,642.5
"[3504657720, 3504657658]",CFU ➔ STR ➔ HAM,CFU,HAM,3585.0,4055.0,440.0,2,0.0,487.5
"[3504657720, 3504657652, 3504657653]",CFU ➔ STR ➔ BER ➔ STR,CFU,STR,3585.0,4195.0,580.0,3,0.0,592.5
"[3504657720, 3504657652, 3504658128]",CFU ➔ STR ➔ BER ➔ DUS,CFU,DUS,3585.0,4220.0,605.0,3,0.0,602.5
"[3504657720, 3504657679, 3504657680]",CFU ➔ STR ➔ BCN ➔ STR,CFU,STR,3585.0,4290.0,675.0,3,0.0,685.0
"[3504657720, 3504657679, 3504657601]",CFU ➔ STR ➔ BCN ➔ CGN,CFU,CGN,3585.0,4330.0,715.0,3,0.0,715.0
"[3504657720, 3504657703, 3504657704]",CFU ➔ STR ➔ PMI ➔ STR,CFU,STR,3585.0,4315.0,700.0,3,0.0,702.5
"[3504657720, 3504657703, 3504657796]",CFU ➔ STR ➔ PMI ➔ HAJ,CFU,HAJ,3585.0,4355.0,740.0,3,0.0,740.0
"[3504657720, 3504657781, 3504658264]",CFU ➔ STR ➔ MXP ➔ DUS,CFU,DUS,3585.0,4250.0,635.0,3,0.0,632.5
"[3504657720, 3504657772, 3504657774]",CFU ➔ STR ➔ VIE ➔ STR,CFU,STR,3585.0,4240.0,625.0,3,0.0,620.0
"[3504657720, 3504657777]",CFU ➔ STR ➔ BUD,CFU,BUD,3585.0,4140.0,525.0,2,0.0,537.5
"[3504657664, 3504657652, 3504657653]",FUE ➔ STR ➔ BER ➔ STR,FUE,STR,3590.0,4195.0,575.0,3,0.0,655.0
"[3504657664, 3504657652, 3504658128]",FUE ➔ STR ➔ BER ➔ DUS,FUE,DUS,3590.0,4220.0,600.0,3,0.0,665.0
"[3504657664, 3504657679, 3504657680]",FUE ➔ STR ➔ BCN ➔ STR,FUE,STR,3590.0,4290.0,670.0,3,0.0,747.5
"[3504657664, 3504657679, 3504657601]",FUE ➔ STR ➔ BCN ➔ CGN,FUE,CGN,3590.0,4330.0,710.0,3,0.0,777.5
"[3504657664, 3504657703, 3504657704]",FUE ➔ STR ➔ PMI ➔ STR,FUE,STR,3590.0,4315.0,695.0,3,0.0,765.0
"[3504657664, 3504657703, 3504657796]",FUE ➔ STR ➔ PMI ➔ HAJ,FUE,HAJ,3590.0,4355.0,735.0,3,0.0,802.5
"[3504657664, 3504657781, 3504658264]",FUE ➔ STR ➔ MXP ➔ DUS,FUE,DUS,3590.0,4250.0,630.0,3,0.0,695.0
"[3504657664, 3504657772, 3504657774]",FUE ➔ STR ➔ VIE ➔ STR,FUE,STR,3590.0,4240.0,620.0,3,0.0,682.5
"[3504657664, 3504657777]",FUE ➔ STR ➔ BUD,FUE,BUD,3590.0,4140.0,520.0,2,0.0,600.0
"[3504657664, 3504657935]",FUE ➔ STR ➔ HAM,FUE,HAM,3590.0,4190.0,570.0,2,0.0,617.5
"[3504657664, 3504658090]",FUE ➔ STR ➔ BER,FUE,BER,3590.0,4255.0,635.0,2,0.0,650.0
"[3504658237, 3504657625, 3504657584, 3504657653]",DUS ➔ VIE ➔ CGN ➔ BER ➔ STR,DUS,STR,3590.0,4195.0,575.0,4,0.0,617.5
"[3504658237, 3504657625, 3504657584, 3504658128]",DUS ➔ VIE ➔ CGN ➔ BER ➔ DUS,DUS,DUS,3590.0,4220.0,600.0,4,0.0,477.5
"[3504658237, 3504657625, 3504657854, 3504657704]",DUS ➔ VIE ➔ CGN ➔ PMI ➔ STR,DUS,STR,3590.0,4315.0,695.0,4,0.0,737.5
"[3504658237, 3504657625, 3504657600, 3504657601]",DUS ➔ VIE ➔ CGN ➔ BCN ➔ CGN,DUS,CGN,3590.0,4330.0,710.0,4,0.0,750.0
"[3504658237, 3504657625, 3504657596, 3504657597]",DUS ➔ VIE ➔ CGN ➔ LHR ➔ CGN,DUS,CGN,3590.0,4250.0,630.0,4,0.0,660.0
"[3504658237, 3504657625, 3504657630, 3504657631]",DUS ➔ VIE ➔ CGN ➔ ZRH ➔ CGN,DUS,CGN,3590.0,4205.0,585.0,4,0.0,617.5
"[3504658237, 3504657625, 3504657630, 3504658070]",DUS ➔ VIE ➔ CGN ➔ ZRH ➔ HAM,DUS,HAM,3590.0,4230.0,610.0,4,0.0,640.0
"[3504658237, 3504657625, 3504657588]",DUS ➔ VIE ➔ CGN ➔ MUC,DUS,MUC,3590.0,4110.0,490.0,3,0.0,537.5
"[3504658237, 3504657625, 3504657589]",DUS ➔ VIE ➔ CGN ➔ (CGN🚌MUC) ➔ CGN,DUS,CGN,3590.0,4220.0,600.0,3,92.4,691.2
"[3504658237, 3504657625, 3504657962]",DUS ➔ VIE ➔ CGN ➔ (CGN🚌MUC) ➔ HAM,DUS,HAM,3590.0,4230.0,610.0,3,92.4,701.2
"[3504658237, 3504657625, 3504657650]",DUS ➔ VIE ➔ CGN ➔ SPU,DUS,SPU,3590.0,4260.0,640.0,3,0.0,632.5
"[3504658237, 3504657625, 3504658139]",DUS ➔ VIE ➔ CGN ➔ (CGN🚌DUS) ➔ ARN,DUS,ARN,3590.0,4290.0,670.0,3,79.8,742.4
"[3504658237, 3504657625]",DUS ➔ VIE ➔ CGN,DUS,CGN,3590.0,3955.0,335.0,2,0.0,427.5
"[3504658237, 3504658062, 3504657978, 3504658232]",DUS ➔ VIE ➔ HAM ➔ SZG ➔ DUS,DUS,DUS,3590.0,4220.0,600.0,4,0.0,480.0
"[3504658237, 3504658062, 3504657952]",DUS ➔ VIE ➔ HAM ➔ MUC,DUS,MUC,3590.0,4110.0,490.0,3,0.0,542.5
"[3504658237, 3504658062, 3504658124]",DUS ➔ VIE ➔ HAM ➔ DUS,DUS,DUS,3590.0,4145.0,525.0,3,0.0,397.5
"[3504658237, 3504658062, 3504657659]",DUS ➔ VIE ➔ HAM ➔ STR,DUS,STR,3590.0,4170.0,550.0,3,0.0,570.0
"[3504658237, 3504658062]",DUS ➔ VIE ➔ HAM,DUS,HAM,3590.0,3985.0,365.0,2,0.0,440.0
"[3504658220, 3504658167, 3504658168]",FAO ➔ DUS ➔ BCN ➔ DUS,FAO,DUS,3590.0,4235.0,615.0,3,0.0,692.5
"[3504658220, 3504658167, 3504657680]",FAO ➔ DUS ➔ BCN ➔ STR,FAO,STR,3590.0,4290.0,670.0,3,0.0,712.5
"[3504658220, 3504658167, 3504657601]",FAO ➔ DUS ➔ BCN ➔ CGN,FAO,CGN,3590.0,4330.0,710.0,3,0.0,742.5
"[3504658220, 3504658239, 3504658064]",FAO ➔ DUS ➔ VIE ➔ HAM,FAO,HAM,3590.0,4195.0,575.0,3,0.0,632.5
"[3504658220, 3504658239, 3504658242]",FAO ➔ DUS ➔ VIE ➔ DUS,FAO,DUS,3590.0,4205.0,585.0,3,0.0,640.0
"[3504658220, 3504658239, 3504657627]",FAO ➔ DUS ➔ VIE ➔ CGN,FAO,CGN,3590.0,4220.0,600.0,3,0.0,647.5
"[3504658220, 3504658239, 3504657774]",FAO ➔ DUS ➔ VIE ➔ STR,FAO,STR,3590.0,4240.0,620.0,3,0.0,647.5
"[3504658220, 3504658275, 3504658276]",FAO ➔ DUS ➔ FCO ➔ DUS,FAO,DUS,3590.0,4235.0,615.0,3,0.0,687.5
"[3504658220, 3504658271]",FAO ➔ DUS ➔ BDS,FAO,BDS,3590.0,4070.0,450.0,2,0.0,545.0
"[3504658220, 3504658133, 3504658134, 3504658139]",FAO ➔ DUS ➔ MUC ➔ DUS ➔ ARN,FAO,ARN,3590.0,4290.0,670.0,4,0.0,715.0
"[3504658220, 3504658133, 3504658134]",FAO ➔ DUS ➔ MUC ➔ DUS,FAO,DUS,3590.0,4130.0,510.0,3,0.0,577.5
"[3504658220, 3504658133, 3504657935]",FAO ➔ DUS ➔ MUC ➔ (MUC🚌STR) ➔ HAM,FAO,HAM,3590.0,4190.0,570.0,3,57.0,686.0
"[3504658220, 3504658133, 3504657589]",FAO ➔ DUS ➔ MUC ➔ CGN,FAO,CGN,3590.0,4220.0,600.0,3,0.0,622.5
"[3504658220, 3504658133, 3504657962]",FAO ➔ DUS ➔ MUC ➔ HAM,FAO,HAM,3590.0,4230.0,610.0,3,0.0,632.5
"[3504658220, 3504658133, 3504658090]",FAO ➔ DUS ➔ MUC ➔ (MUC🚌STR) ➔ BER,FAO,BER,3590.0,4255.0,635.0,3,57.0,718.5
"[3504658220, 3504658247, 3504658114]",FAO ➔ DUS ➔ ZRH ➔ BER,FAO,BER,3590.0,4225.0,605.0,3,0.0,640.0
"[3504658220, 3504658247, 3504657631]",FAO ➔ DUS ➔ ZRH ➔ CGN,FAO,CGN,3590.0,4205.0,585.0,3,0.0,612.5
"[3504658220, 3504658247, 3504658070]",FAO ➔ DUS ➔ ZRH ➔ HAM,FAO,HAM,3590.0,4230.0,610.0,3,0.0,635.0
"[3504658220, 3504658233]",FAO ➔ DUS ➔ KRK,FAO,KRK,3590.0,4065.0,445.0,2,0.0,527.5
"[3504658220, 3504658241, 3504658242]",FAO ➔ DUS ➔ VIE ➔ DUS,FAO,DUS,3590.0,4205.0,585.0,3,0.0,640.0
"[3504658220, 3504658241, 3504657627]",FAO ➔ DUS ➔ VIE ➔ CGN,FAO,CGN,3590.0,4220.0,600.0,3,0.0,647.5
"[3504658220, 3504658241, 3504657774]",FAO ➔ DUS ➔ VIE ➔ STR,FAO,STR,3590.0,4240.0,620.0,3,0.0,647.5
"[3504658220, 3504658267]",FAO ➔ DUS ➔ BLQ,FAO,BLQ,3590.0,4080.0,460.0,2,0.0,532.5
"[3504658220, 3504658123, 3504657659]",FAO ➔ DUS ➔ HAM ➔ STR,FAO,STR,3590.0,4170.0,550.0,3,0.0,592.5
"[3504658220, 3504658123]",FAO ➔ DUS ➔ HAM,FAO,HAM,3590.0,4050.0,430.0,2,0.0,495.0
"[3504658220, 3504658175, 3504658176]",FAO ➔ DUS ➔ LHR ➔ DUS,FAO,DUS,3590.0,4225.0,605.0,3,0.0,637.5
"[3504658220, 3504658175, 3504657597]",FAO ➔ DUS ➔ LHR ➔ CGN,FAO,CGN,3590.0,4250.0,630.0,3,0.0,650.0
"[3504658220, 3504658263, 3504658264]",FAO ➔ DUS ➔ MXP ➔ DUS,FAO,DUS,3590.0,4250.0,630.0,3,0.0,660.0
"[3504658220, 3504658155, 3504658156]",FAO ➔ DUS ➔ MAN ➔ DUS,FAO,DUS,3590.0,4255.0,635.0,3,0.0,662.5
"[3504658220, 3504658145]",FAO ➔ DUS ➔ CPH,FAO,CPH,3590.0,4115.0,495.0,2,0.0,540.0
"[3504658220, 3504658231]",FAO ➔ DUS ➔ SZG,FAO,SZG,3590.0,4110.0,490.0,2,0.0,535.0
"[3504658220, 3504658151]",FAO ➔ DUS ➔ BHX,FAO,BHX,3590.0,4125.0,505.0,2,0.0,547.5
"[3504658220, 3504658127]",FAO ➔ DUS ➔ BER,FAO,BER,3590.0,4120.0,500.0,2,0.0,537.5
"[3504658220, 3504657808]",FAO ➔ DUS ➔ PRG,FAO,PRG,3590.0,4135.0,515.0,2,0.0,547.5
[3504658220],FAO ➔ DUS,FAO,DUS,3590.0,3865.0,245.0,1,0.0,375.0
"[3504658256, 3504658195, 3504658196]",VCE ➔ DUS ➔ XRY ➔ DUS,VCE,DUS,3590.0,4230.0,610.0,3,0.0,692.5
"[3504658256, 3504658229, 3504658230]",VCE ➔ DUS ➔ MLA ➔ DUS,VCE,DUS,3590.0,4230.0,610.0,3,0.0,692.5
"[3504658256, 3504658185, 3504658186]",VCE ➔ DUS ➔ AGP ➔ DUS,VCE,DUS,3590.0,4250.0,630.0,3,0.0,705.0
"[3504658256, 3504658173, 3504658174, 3504658139]",VCE ➔ DUS ➔ LHR ➔ DUS ➔ ARN,VCE,ARN,3590.0,4290.0,670.0,4,0.0,687.5
"[3504658256, 3504658173, 3504658174]",VCE ➔ DUS ➔ LHR ➔ DUS,VCE,DUS,3590.0,4105.0,485.0,3,0.0,537.5
"[3504658256, 3504658173, 3504657674]",VCE ➔ DUS ➔ LHR ➔ STR,VCE,STR,3590.0,4205.0,585.0,3,0.0,595.0
"[3504658256, 3504658173, 3504658032]",VCE ➔ DUS ➔ LHR ➔ HAM,VCE,HAM,3590.0,4230.0,610.0,3,0.0,607.5
"[3504658256, 3504658173, 3504658176]",VCE ➔ DUS ➔ LHR ➔ DUS,VCE,DUS,3590.0,4225.0,605.0,3,0.0,597.5
"[3504658256, 3504658173, 3504657597]",VCE ➔ DUS ➔ LHR ➔ CGN,VCE,CGN,3590.0,4250.0,630.0,3,0.0,610.0
"[3504658256, 3504658209, 3504658210]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,3590.0,4205.0,585.0,3,0.0,645.0
"[3504658256, 3504658209, 3504658052]",VCE ➔ DUS ➔ PMI ➔ HAM,VCE,HAM,3590.0,4245.0,625.0,3,0.0,675.0
"[3504658256, 3504658209, 3504658212]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,3590.0,4230.0,610.0,3,0.0,657.5
"[3504658256, 3504658209, 3504658202]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,3590.0,4260.0,640.0,3,0.0,672.5
"[3504658256, 3504658209, 3504657609]",VCE ➔ DUS ➔ PMI ➔ CGN,VCE,CGN,3590.0,4295.0,675.0,3,0.0,690.0
"[3504658256, 3504658209, 3504657704]",VCE ➔ DUS ➔ PMI ➔ STR,VCE,STR,3590.0,4315.0,695.0,3,0.0,690.0
"[3504658256, 3504658209, 3504657796]",VCE ➔ DUS ➔ PMI ➔ HAJ,VCE,HAJ,3590.0,4355.0,735.0,3,0.0,727.5
"[3504658256, 3504658121, 3504658031, 3504658176]",VCE ➔ DUS ➔ HAM ➔ LHR ➔ DUS,VCE,DUS,3590.0,4225.0,605.0,4,0.0,632.5
"[3504658256, 3504658121, 3504658031, 3504657597]",VCE ➔ DUS ➔ HAM ➔ LHR ➔ CGN,VCE,CGN,3590.0,4250.0,630.0,4,0.0,645.0
"[3504658256, 3504658121, 3504657925, 3504658090]",VCE ➔ DUS ➔ HAM ➔ STR ➔ BER,VCE,BER,3590.0,4255.0,635.0,4,0.0,630.0
"[3504658256, 3504658121, 3504658069, 3504658070]",VCE ➔ DUS ➔ HAM ➔ ZRH ➔ HAM,VCE,HAM,3590.0,4230.0,610.0,4,0.0,630.0
"[3504658256, 3504658121, 3504657985]",VCE ➔ DUS ➔ HAM ➔ CDG,VCE,CDG,3590.0,4115.0,495.0,3,0.0,532.5
"[3504658256, 3504658121, 3504657978, 3504658232]",VCE ➔ DUS ➔ HAM ➔ SZG ➔ DUS,VCE,DUS,3590.0,4220.0,600.0,4,0.0,612.5
"[3504658256, 3504658121, 3504657952]",VCE ➔ DUS ➔ HAM ➔ MUC,VCE,MUC,3590.0,4110.0,490.0,3,0.0,525.0
"[3504658256, 3504658121, 3504658124]",VCE ➔ DUS ➔ HAM ➔ DUS,VCE,DUS,3590.0,4145.0,525.0,3,0.0,530.0
"[3504658256, 3504658121, 3504657659]",VCE ➔ DUS ➔ HAM ➔ STR,VCE,STR,3590.0,4170.0,550.0,3,0.0,552.5
"[3504658256, 3504658121]",VCE ➔ DUS ➔ HAM,VCE,HAM,3590.0,3935.0,315.0,2,0.0,397.5
"[3504658256, 3504658211, 3504658212]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,3590.0,4230.0,610.0,3,0.0,657.5
"[3504658256, 3504658211, 3504658202]",VCE ➔ DUS ➔ PMI ➔ DUS,VCE,DUS,3590.0,4260.0,640.0,3,0.0,672.5
"[3504658256, 3504658211, 3504657609]",VCE ➔ DUS ➔ PMI ➔ CGN,VCE,CGN,3590.0,4295.0,675.0,3,0.0,690.0
"[3504658256, 3504658211, 3504657704]",VCE ➔ DUS ➔ PMI ➔ STR,VCE,STR,3590.0,4315.0,695.0,3,0.0,690.0
"[3504658256, 3504658211, 3504657796]",VCE ➔ DUS ➔ PMI ➔ HAJ,VCE,HAJ,3590.0,4355.0,735.0,3,0.0,727.5
"[3504658256, 3504658167, 3504658168]",VCE ➔ DUS ➔ BCN ➔ DUS,VCE,DUS,3590.0,4235.0,615.0,3,0.0,652.5
"[3504658256, 3504658167, 3504657680]",VCE ➔ DUS ➔ BCN ➔ STR,VCE,STR,3590.0,4290.0,670.0,3,0.0,672.5
"[3504658256, 3504658167, 3504657601]",VCE ➔ DUS ➔ BCN ➔ CGN,VCE,CGN,3590.0,4330.0,710.0,3,0.0,702.5
"[3504658256, 3504658239, 3504658064]",VCE ➔ DUS ➔ VIE ➔ HAM,VCE,HAM,3590.0,4195.0,575.0,3,0.0,592.5
"[3504658256, 3504658239, 3504658242]",VCE ➔ DUS ➔ VIE ➔ DUS,VCE,DUS,3590.0,4205.0,585.0,3,0.0,600.0
"[3504658256, 3504658239, 3504657627]",VCE ➔ DUS ➔ VIE ➔ CGN,VCE,CGN,3590.0,4220.0,600.0,3,0.0,607.5
"[3504658256, 3504658239, 3504657774]",VCE ➔ DUS ➔ VIE ➔ STR,VCE,STR,3590.0,4240.0,620.0,3,0.0,607.5
"[3504658256, 3504658275, 3504658276]",VCE ➔ DUS ➔ FCO ➔ DUS,VCE,DUS,3590.0,4235.0,615.0,3,0.0,647.5
"[3504658256, 3504658271]",VCE ➔ DUS ➔ BDS,VCE,BDS,3590.0,4070.0,450.0,2,0.0,505.0
"[3504658256, 3504658133, 3504658134, 3504658139]",VCE ➔ DUS ➔ MUC ➔ DUS ➔ ARN,VCE,ARN,3590.0,4290.0,670.0,4,0.0,675.0
"[3504658256, 3504658133, 3504658134]",VCE ➔ DUS ➔ MUC ➔ DUS,VCE,DUS,3590.0,4130.0,510.0,3,0.0,537.5
"[3504658256, 3504658133, 3504657935]",VCE ➔ DUS ➔ MUC ➔ (MUC🚌STR) ➔ HAM,VCE,HAM,3590.0,4190.0,570.0,3,57.0,646.0
"[3504658256, 3504658133, 3504657589]",VCE ➔ DUS ➔ MUC ➔ CGN,VCE,CGN,3590.0,4220.0,600.0,3,0.0,582.5
"[3504658256, 3504658133, 3504657962]",VCE ➔ DUS ➔ MUC ➔ HAM,VCE,HAM,3590.0,4230.0,610.0,3,0.0,592.5
"[3504658256, 3504658133, 3504658090]",VCE ➔ DUS ➔ MUC ➔ (MUC🚌STR) ➔ BER,VCE,BER,3590.0,4255.0,635.0,3,57.0,678.5
"[3504658256, 3504658247, 3504658114]",VCE ➔ DUS ➔ ZRH ➔ BER,VCE,BER,3590.0,4225.0,605.0,3,0.0,600.0
"[3504658256, 3504658247, 3504657631]",VCE ➔ DUS ➔ ZRH ➔ CGN,VCE,CGN,3590.0,4205.0,585.0,3,0.0,572.5
"[3504658256, 3504658247, 3504658070]",VCE ➔ DUS ➔ ZRH ➔ HAM,VCE,HAM,3590.0,4230.0,610.0,3,0.0,595.0
"[3504658256, 3504658233]",VCE ➔ DUS ➔ KRK,VCE,KRK,3590.0,4065.0,445.0,2,0.0,487.5
"[3504658256, 3504658241, 3504658242]",VCE ➔ DUS ➔ VIE ➔ DUS,VCE,DUS,3590.0,4205.0,585.0,3,0.0,600.0
"[3504658256, 3504658241, 3504657627]",VCE ➔ DUS ➔ VIE ➔ CGN,VCE,CGN,3590.0,4220.0,600.0,3,0.0,607.5
"[3504658256, 3504658241, 3504657774]",VCE ➔ DUS ➔ VIE ➔ STR,VCE,STR,3590.0,4240.0,620.0,3,0.0,607.5
"[3504658256, 3504658267]",VCE ➔ DUS ➔ BLQ,VCE,BLQ,3590.0,4080.0,460.0,2,0.0,492.5
"[3504658256, 3504658123, 3504657659]",VCE ➔ DUS ➔ HAM ➔ STR,VCE,STR,3590.0,4170.0,550.0,3,0.0,552.5
"[3504658256, 3504658123]",VCE ➔ DUS ➔ HAM,VCE,HAM,3590.0,4050.0,430.0,2,0.0,455.0
"[3504658256, 3504657871, 3504657704]",VCE ➔ DUS ➔ (DUS🚌HAJ) ➔ PMI ➔ STR,VCE,STR,3590.0,4315.0,695.0,3,165.6,827.8
"[3504658256, 3504657871, 3504657796]",VCE ➔ DUS ➔ (DUS🚌HAJ) ➔ PMI ➔ HAJ,VCE,HAJ,3590.0,4355.0,735.0,3,165.6,865.3
"[3504658256, 3504658175, 3504658176]",VCE ➔ DUS ➔ LHR ➔ DUS,VCE,DUS,3590.0,4225.0,605.0,3,0.0,597.5
"[3504658256, 3504658175, 3504657597]",VCE ➔ DUS ➔ LHR ➔ CGN,VCE,CGN,3590.0,4250.0,630.0,3,0.0,610.0
"[3504658256, 3504658263, 3504658264]",VCE ➔ DUS ➔ MXP ➔ DUS,VCE,DUS,3590.0,4250.0,630.0,3,0.0,620.0
"[3504658256, 3504658155, 3504658156]",VCE ➔ DUS ➔ MAN ➔ DUS,VCE,DUS,3590.0,4255.0,635.0,3,0.0,622.5
[3504658256],VCE ➔ DUS,VCE,DUS,3590.0,3785.0,165.0,1,0.0,295.0
[3504658179],DUS ➔ BIO,DUS,BIO,3595.0,3820.0,195.0,1,0.0,325.0
"[3504657671, 3504657672, 3504657658]",STR ➔ LHR ➔ STR ➔ HAM,STR,HAM,3595.0,4055.0,430.0,3,0.0,515.0
"[3504657671, 3504657672, 3504657652, 3504657653]",STR ➔ LHR ➔ STR ➔ BER ➔ STR,STR,STR,3595.0,4195.0,570.0,4,0.0,470.0
"[3504657671, 3504657672, 3504657652, 3504658128]",STR ➔ LHR ➔ STR ➔ BER ➔ DUS,STR,DUS,3595.0,4220.0,595.0,4,0.0,630.0
"[3504657671, 3504657672, 3504657679, 3504657680]",STR ➔ LHR ➔ STR ➔ BCN ➔ STR,STR,STR,3595.0,4290.0,665.0,4,0.0,562.5
"[3504657671, 3504657672, 3504657679, 3504657601]",STR ➔ LHR ➔ STR ➔ BCN ➔ CGN,STR,CGN,3595.0,4330.0,705.0,4,0.0,742.5
"[3504657671, 3504657672, 3504657703, 3504657704]",STR ➔ LHR ➔ STR ➔ PMI ➔ STR,STR,STR,3595.0,4315.0,690.0,4,0.0,580.0
"[3504657671, 3504657672, 3504657781, 3504658264]",STR ➔ LHR ➔ STR ➔ MXP ➔ DUS,STR,DUS,3595.0,4250.0,625.0,4,0.0,660.0
"[3504657671, 3504657672, 3504657772, 3504657774]",STR ➔ LHR ➔ STR ➔ VIE ➔ STR,STR,STR,3595.0,4240.0,615.0,4,0.0,497.5
"[3504657671, 3504657672, 3504657777]",STR ➔ LHR ➔ STR ➔ BUD,STR,BUD,3595.0,4140.0,515.0,3,0.0,565.0
"[3504657671, 3504657672, 3504657935]",STR ➔ LHR ➔ STR ➔ HAM,STR,HAM,3595.0,4190.0,565.0,3,0.0,582.5
"[3504657671, 3504657595, 3504657634, 3504658074]",STR ➔ LHR ➔ CGN ➔ MXP ➔ HAM,STR,HAM,3595.0,4230.0,605.0,4,0.0,657.5
"[3504657671, 3504657595, 3504657634, 3504657635]",STR ➔ LHR ➔ CGN ➔ MXP ➔ CGN,STR,CGN,3595.0,4215.0,590.0,4,0.0,640.0
"[3504657671, 3504657595, 3504657634, 3504657782]",STR ➔ LHR ➔ CGN ➔ MXP ➔ STR,STR,STR,3595.0,4215.0,590.0,4,0.0,480.0
"[3504657671, 3504657595, 3504657634, 3504658264]",STR ➔ LHR ➔ CGN ➔ MXP ➔ DUS,STR,DUS,3595.0,4250.0,625.0,4,0.0,662.5
"[3504657671, 3504657595, 3504657626, 3504657627]",STR ➔ LHR ➔ CGN ➔ VIE ➔ CGN,STR,CGN,3595.0,4220.0,595.0,4,0.0,647.5
"[3504657671, 3504657595, 3504657626, 3504657774]",STR ➔ LHR ➔ CGN ➔ VIE ➔ STR,STR,STR,3595.0,4240.0,615.0,4,0.0,497.5
"[3504657671, 3504657595, 3504657584, 3504657653]",STR ➔ LHR ➔ CGN ➔ BER ➔ STR,STR,STR,3595.0,4195.0,570.0,4,0.0,462.5
"[3504657671, 3504657595, 3504657584, 3504658128]",STR ➔ LHR ➔ CGN ➔ BER ➔ DUS,STR,DUS,3595.0,4220.0,595.0,4,0.0,622.5
"[3504657671, 3504657595, 3504657854, 3504657704]",STR ➔ LHR ➔ CGN ➔ PMI ➔ STR,STR,STR,3595.0,4315.0,690.0,4,0.0,582.5
"[3504657671, 3504657595, 3504657600, 3504657601]",STR ➔ LHR ➔ CGN ➔ BCN ➔ CGN,STR,CGN,3595.0,4330.0,705.0,4,0.0,745.0
"[3504657671, 3504657595, 3504657596, 3504657597]",STR ➔ LHR ➔ CGN ➔ LHR ➔ CGN,STR,CGN,3595.0,4250.0,625.0,4,0.0,655.0
"[3504657671, 3504657595, 3504657630, 3504657631]",STR ➔ LHR ➔ CGN ➔ ZRH ➔ CGN,STR,CGN,3595.0,4205.0,580.0,4,0.0,612.5
"[3504657671, 3504657595, 3504657630, 3504658070]",STR ➔ LHR ➔ CGN ➔ ZRH ➔ HAM,STR,HAM,3595.0,4230.0,605.0,4,0.0,635.0
"[3504657671, 3504657595, 3504657588]",STR ➔ LHR ➔ CGN ➔ MUC,STR,MUC,3595.0,4110.0,485.0,3,0.0,532.5
"[3504657671, 3504657595, 3504657808]",STR ➔ LHR ➔ CGN ➔ (CGN🚌DUS) ➔ PRG,STR,PRG,3595.0,4135.0,510.0,3,79.8,639.9
"[3504657671, 3504657595, 3504657589]",STR ➔ LHR ➔ CGN ➔ (CGN🚌MUC) ➔ CGN,STR,CGN,3595.0,4220.0,595.0,3,92.4,686.2
"[3504657671, 3504657595, 3504657962]",STR ➔ LHR ➔ CGN ➔ (CGN🚌MUC) ➔ HAM,STR,HAM,3595.0,4230.0,605.0,3,92.4,696.2
"[3504657671, 3504657595, 3504657650]",STR ➔ LHR ➔ CGN ➔ SPU,STR,SPU,3595.0,4260.0,635.0,3,0.0,627.5
"[3504657671, 3504657595, 3504658139]",STR ➔ LHR ➔ CGN ➔ (CGN🚌DUS) ➔ ARN,STR,ARN,3595.0,4290.0,665.0,3,79.8,737.4
"[3504657671, 3504657595]",STR ➔ LHR ➔ CGN,STR,CGN,3595.0,3935.0,310.0,2,0.0,412.5
"[3504657671, 3504658030, 3504657925, 3504658090]",STR ➔ LHR ➔ HAM ➔ STR ➔ BER,STR,BER,3595.0,4255.0,630.0,4,0.0,652.5
