flight_legs,itinerary,origin_airport,destination_airport,start_time,end_time,fdt_duration,sectors,ground_transit_mins,duty_cost
"[3504638682, 3504638728, 3504638729]",ARN ➔ DUS ➔ LHR ➔ DUS,ARN,DUS,2120.0,2785.0,635.0,3,0.0,625.0
"[3504638682, 3504638728, 3504638110]",ARN ➔ DUS ➔ LHR ➔ CGN,ARN,CGN,2120.0,2810.0,660.0,3,0.0,637.5
"[3504638682, 3504638826, 3504638827]",ARN ➔ DUS ➔ MXP ➔ DUS,ARN,DUS,2120.0,2810.0,660.0,3,0.0,647.5
"[3504638682, 3504638669]",ARN ➔ DUS ➔ HAM,ARN,HAM,2120.0,2635.0,485.0,2,0.0,495.0
[3504638682],ARN ➔ DUS,ARN,DUS,2120.0,2340.0,190.0,1,0.0,320.0
"[3504638764, 3504638765]",DUS ➔ FNC ➔ DUS,DUS,DUS,2125.0,2770.0,615.0,2,0.0,567.5
"[3504638164, 3504638135, 3504638136]",FCO ➔ CGN ➔ FAO ➔ CGN,FCO,CGN,2125.0,2850.0,695.0,3,0.0,757.5
"[3504638164, 3504638135, 3504638224]",FCO ➔ CGN ➔ FAO ➔ STR,FCO,STR,2125.0,2865.0,710.0,3,0.0,760.0
"[3504638164, 3504638129, 3504638128]",FCO ➔ CGN ➔ PMI ➔ CGN,FCO,CGN,2125.0,2790.0,635.0,3,0.0,682.5
"[3504638164, 3504638129, 3504638761]",FCO ➔ CGN ➔ PMI ➔ DUS,FCO,DUS,2125.0,2810.0,655.0,3,0.0,692.5
"[3504638164, 3504638129, 3504638320]",FCO ➔ CGN ➔ PMI ➔ HAJ,FCO,HAJ,2125.0,2860.0,705.0,3,0.0,725.0
"[3504638164, 3504638129, 3504638212]",FCO ➔ CGN ➔ PMI ➔ STR,FCO,STR,2125.0,2835.0,680.0,3,0.0,697.5
"[3504638164, 3504638129, 3504638216]",FCO ➔ CGN ➔ PMI ➔ STR,FCO,STR,2125.0,2855.0,700.0,3,0.0,707.5
"[3504638164, 3504638129, 3504638130]",FCO ➔ CGN ➔ PMI ➔ CGN,FCO,CGN,2125.0,2870.0,715.0,3,0.0,722.5
"[3504638164, 3504638129, 3504638132]",FCO ➔ CGN ➔ PMI ➔ CGN,FCO,CGN,2125.0,2905.0,750.0,3,0.0,740.0
"[3504638164, 3504638720, 3504638721]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BCN ➔ DUS,FCO,DUS,2125.0,2795.0,640.0,3,79.8,767.4
"[3504638164, 3504638720, 3504638116]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BCN ➔ CGN,FCO,CGN,2125.0,2860.0,705.0,3,79.8,802.4
"[3504638164, 3504638720, 3504638198]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BCN ➔ STR,FCO,STR,2125.0,2850.0,695.0,3,79.8,787.4
"[3504638164, 3504638796, 3504638549]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ HAM,FCO,HAM,2125.0,2755.0,600.0,3,79.8,707.4
"[3504638164, 3504638796, 3504638799]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ DUS,FCO,DUS,2125.0,2765.0,610.0,3,79.8,714.9
"[3504638164, 3504638796, 3504638144]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ CGN,FCO,CGN,2125.0,2805.0,650.0,3,79.8,734.9
"[3504638164, 3504638796, 3504638259]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ STR,FCO,STR,2125.0,2800.0,645.0,3,79.8,722.4
"[3504638164, 3504638760, 3504638761]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ DUS,FCO,DUS,2125.0,2810.0,655.0,3,79.8,782.4
"[3504638164, 3504638760, 3504638320]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ HAJ,FCO,HAJ,2125.0,2860.0,705.0,3,79.8,814.9
"[3504638164, 3504638760, 3504638212]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ STR,FCO,STR,2125.0,2835.0,680.0,3,79.8,787.4
"[3504638164, 3504638760, 3504638216]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ STR,FCO,STR,2125.0,2855.0,700.0,3,79.8,797.4
"[3504638164, 3504638760, 3504638130]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ CGN,FCO,CGN,2125.0,2870.0,715.0,3,79.8,812.4
"[3504638164, 3504638760, 3504638132]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ PMI ➔ CGN,FCO,CGN,2125.0,2905.0,750.0,3,79.8,829.9
"[3504638164, 3504638089, 3504638674]",FCO ➔ CGN ➔ BER ➔ DUS,FCO,DUS,2125.0,2720.0,565.0,3,0.0,575.0
"[3504638164, 3504638089, 3504638094]",FCO ➔ CGN ➔ BER ➔ CGN,FCO,CGN,2125.0,2730.0,575.0,3,0.0,580.0
"[3504638164, 3504638089, 3504638174]",FCO ➔ CGN ➔ BER ➔ STR,FCO,STR,2125.0,2750.0,595.0,3,0.0,592.5
"[3504638164, 3504638732, 3504638598]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BIO ➔ BER,FCO,BER,2125.0,2870.0,715.0,3,79.8,814.9
"[3504638164, 3504638840, 3504638841]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ FCO ➔ DUS,FCO,DUS,2125.0,2795.0,640.0,3,79.8,762.4
"[3504638164, 3504638840, 3504638295]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ FCO ➔ STR,FCO,STR,2125.0,2790.0,635.0,3,79.8,744.9
"[3504638164, 3504638840, 3504638324]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ FCO ➔ HAJ,FCO,HAJ,2125.0,2855.0,700.0,3,79.8,789.9
"[3504638164, 3504638840, 3504638162]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ FCO ➔ CGN,FCO,CGN,2125.0,2860.0,705.0,3,79.8,789.9
"[3504638164, 3504638804, 3504638656]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ ZRH ➔ BER,FCO,BER,2125.0,2785.0,630.0,3,79.8,714.9
"[3504638164, 3504638804, 3504638150]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ ZRH ➔ CGN,FCO,CGN,2125.0,2765.0,610.0,3,79.8,687.4
"[3504638164, 3504638804, 3504638555]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ ZRH ➔ HAM,FCO,HAM,2125.0,2790.0,635.0,3,79.8,709.9
"[3504638164, 3504638687]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ GOT,FCO,GOT,2125.0,2610.0,455.0,2,79.8,587.4
"[3504638164, 3504638667, 3504638670]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ HAM ➔ DUS,FCO,DUS,2125.0,2730.0,575.0,3,79.8,657.4
"[3504638164, 3504638667]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ HAM,FCO,HAM,2125.0,2575.0,420.0,2,79.8,552.4
"[3504638164, 3504638798, 3504638799]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ DUS,FCO,DUS,2125.0,2765.0,610.0,3,79.8,714.9
"[3504638164, 3504638798, 3504638144]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ CGN,FCO,CGN,2125.0,2805.0,650.0,3,79.8,734.9
"[3504638164, 3504638798, 3504638259]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ VIE ➔ STR,FCO,STR,2125.0,2800.0,645.0,3,79.8,722.4
"[3504638164, 3504638812, 3504638278]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BUD ➔ STR,FCO,STR,2125.0,2820.0,665.0,3,79.8,744.9
"[3504638164, 3504638157, 3504638158]",FCO ➔ CGN ➔ BLQ ➔ CGN,FCO,CGN,2125.0,2765.0,610.0,3,0.0,620.0
"[3504638164, 3504638115, 3504638116]",FCO ➔ CGN ➔ BCN ➔ CGN,FCO,CGN,2125.0,2860.0,705.0,3,0.0,712.5
"[3504638164, 3504638115, 3504638198]",FCO ➔ CGN ➔ BCN ➔ STR,FCO,STR,2125.0,2850.0,695.0,3,0.0,697.5
"[3504638164, 3504638673, 3504638094]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BER ➔ CGN,FCO,CGN,2125.0,2730.0,575.0,3,79.8,669.9
"[3504638164, 3504638673, 3504638174]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ BER ➔ STR,FCO,STR,2125.0,2750.0,595.0,3,79.8,682.4
"[3504638164, 3504638091, 3504638094]",FCO ➔ CGN ➔ BER ➔ CGN,FCO,CGN,2125.0,2730.0,575.0,3,0.0,580.0
"[3504638164, 3504638091, 3504638174]",FCO ➔ CGN ➔ BER ➔ STR,FCO,STR,2125.0,2750.0,595.0,3,0.0,592.5
"[3504638164, 3504638329, 3504638216]",FCO ➔ CGN ➔ (CGN🚌DTM) ➔ PMI ➔ STR,FCO,STR,2125.0,2855.0,700.0,3,96.6,803.3
"[3504638164, 3504638329, 3504638130]",FCO ➔ CGN ➔ (CGN🚌DTM) ➔ PMI ➔ CGN,FCO,CGN,2125.0,2870.0,715.0,3,96.6,818.3
"[3504638164, 3504638329, 3504638132]",FCO ➔ CGN ➔ (CGN🚌DTM) ➔ PMI ➔ CGN,FCO,CGN,2125.0,2905.0,750.0,3,96.6,835.8
"[3504638164, 3504638161, 3504638324]",FCO ➔ CGN ➔ FCO ➔ HAJ,FCO,HAJ,2125.0,2855.0,700.0,3,0.0,697.5
"[3504638164, 3504638161, 3504638162]",FCO ➔ CGN ➔ FCO ➔ CGN,FCO,CGN,2125.0,2860.0,705.0,3,0.0,697.5
"[3504638164, 3504638131, 3504638132]",FCO ➔ CGN ➔ PMI ➔ CGN,FCO,CGN,2125.0,2905.0,750.0,3,0.0,740.0
"[3504638164, 3504638728, 3504638729]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ LHR ➔ DUS,FCO,DUS,2125.0,2785.0,630.0,3,79.8,712.4
"[3504638164, 3504638728, 3504638110]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ LHR ➔ CGN,FCO,CGN,2125.0,2810.0,655.0,3,79.8,724.9
"[3504638164, 3504638826, 3504638827]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ MXP ➔ DUS,FCO,DUS,2125.0,2810.0,655.0,3,79.8,734.9
"[3504638164, 3504638143, 3504638259]",FCO ➔ CGN ➔ VIE ➔ STR,FCO,STR,2125.0,2800.0,645.0,3,0.0,630.0
"[3504638164, 3504638669]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ HAM,FCO,HAM,2125.0,2635.0,480.0,2,79.8,582.4
"[3504638164, 3504638159, 3504638160]",FCO ➔ CGN ➔ OLB ➔ CGN,FCO,CGN,2125.0,2870.0,715.0,3,0.0,702.5
"[3504638164, 3504638704, 3504638705]",FCO ➔ CGN ➔ (CGN🚌DUS) ➔ MAN ➔ DUS,FCO,DUS,2125.0,2815.0,660.0,3,79.8,737.4
"[3504638164, 3504638109, 3504638110]",FCO ➔ CGN ➔ LHR ➔ CGN,FCO,CGN,2125.0,2810.0,655.0,3,0.0,637.5
[3504638164],FCO ➔ CGN,FCO,CGN,2125.0,2345.0,190.0,1,0.0,320.0
"[3504638499, 3504638538, 3504638539]",ARN ➔ HAM ➔ FAO ➔ HAM,ARN,HAM,2125.0,2825.0,670.0,3,0.0,752.5
"[3504638499, 3504638538, 3504638136]",ARN ➔ HAM ➔ FAO ➔ CGN,ARN,CGN,2125.0,2850.0,695.0,3,0.0,755.0
"[3504638499, 3504638538, 3504638224]",ARN ➔ HAM ➔ FAO ➔ STR,ARN,STR,2125.0,2865.0,710.0,3,0.0,757.5
"[3504638499, 3504638532, 3504638533]",ARN ➔ HAM ➔ PMI ➔ HAM,ARN,HAM,2125.0,2740.0,585.0,3,0.0,662.5
"[3504638499, 3504638532, 3504638763]",ARN ➔ HAM ➔ PMI ➔ DUS,ARN,DUS,2125.0,2730.0,575.0,3,0.0,647.5
"[3504638499, 3504638532, 3504638535]",ARN ➔ HAM ➔ PMI ➔ HAM,ARN,HAM,2125.0,2795.0,640.0,3,0.0,690.0
"[3504638499, 3504638532, 3504638759]",ARN ➔ HAM ➔ PMI ➔ DUS,ARN,DUS,2125.0,2785.0,630.0,3,0.0,675.0
"[3504638499, 3504638532, 3504638128]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2790.0,635.0,3,0.0,677.5
"[3504638499, 3504638532, 3504638761]",ARN ➔ HAM ➔ PMI ➔ DUS,ARN,DUS,2125.0,2810.0,655.0,3,0.0,687.5
"[3504638499, 3504638532, 3504638320]",ARN ➔ HAM ➔ PMI ➔ HAJ,ARN,HAJ,2125.0,2860.0,705.0,3,0.0,720.0
"[3504638499, 3504638532, 3504638212]",ARN ➔ HAM ➔ PMI ➔ STR,ARN,STR,2125.0,2835.0,680.0,3,0.0,692.5
"[3504638499, 3504638532, 3504638216]",ARN ➔ HAM ➔ PMI ➔ STR,ARN,STR,2125.0,2855.0,700.0,3,0.0,702.5
"[3504638499, 3504638532, 3504638130]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2870.0,715.0,3,0.0,717.5
"[3504638499, 3504638532, 3504638132]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2905.0,750.0,3,0.0,735.0
"[3504638499, 3504638465, 3504638185, 3504638186]",ARN ➔ HAM ➔ STR ➔ LHR ➔ STR,ARN,STR,2125.0,2765.0,610.0,4,0.0,652.5
"[3504638499, 3504638465, 3504638185, 3504638521]",ARN ➔ HAM ➔ STR ➔ LHR ➔ HAM,ARN,HAM,2125.0,2790.0,635.0,4,0.0,665.0
"[3504638499, 3504638465, 3504638185, 3504638729]",ARN ➔ HAM ➔ STR ➔ LHR ➔ DUS,ARN,DUS,2125.0,2785.0,630.0,4,0.0,655.0
"[3504638499, 3504638465, 3504638185, 3504638110]",ARN ➔ HAM ➔ STR ➔ LHR ➔ CGN,ARN,CGN,2125.0,2810.0,655.0,4,0.0,667.5
"[3504638499, 3504638465, 3504638292, 3504638295]",ARN ➔ HAM ➔ STR ➔ FCO ➔ STR,ARN,STR,2125.0,2790.0,635.0,4,0.0,665.0
"[3504638499, 3504638465, 3504638292, 3504638324]",ARN ➔ HAM ➔ STR ➔ FCO ➔ HAJ,ARN,HAJ,2125.0,2855.0,700.0,4,0.0,710.0
"[3504638499, 3504638465, 3504638292, 3504638162]",ARN ➔ HAM ➔ STR ➔ FCO ➔ CGN,ARN,CGN,2125.0,2860.0,705.0,4,0.0,710.0
"[3504638499, 3504638465, 3504638211, 3504638212]",ARN ➔ HAM ➔ STR ➔ PMI ➔ STR,ARN,STR,2125.0,2835.0,680.0,4,0.0,710.0
"[3504638499, 3504638465, 3504638211, 3504638216]",ARN ➔ HAM ➔ STR ➔ PMI ➔ STR,ARN,STR,2125.0,2855.0,700.0,4,0.0,720.0
"[3504638499, 3504638465, 3504638211, 3504638130]",ARN ➔ HAM ➔ STR ➔ PMI ➔ CGN,ARN,CGN,2125.0,2870.0,715.0,4,0.0,735.0
"[3504638499, 3504638465, 3504638215, 3504638216]",ARN ➔ HAM ➔ STR ➔ PMI ➔ STR,ARN,STR,2125.0,2855.0,700.0,4,0.0,720.0
"[3504638499, 3504638465, 3504638215, 3504638130]",ARN ➔ HAM ➔ STR ➔ PMI ➔ CGN,ARN,CGN,2125.0,2870.0,715.0,4,0.0,735.0
"[3504638499, 3504638465, 3504638173]",ARN ➔ HAM ➔ STR ➔ BER,ARN,BER,2125.0,2640.0,485.0,3,0.0,525.0
"[3504638499, 3504638465, 3504638287]",ARN ➔ HAM ➔ STR ➔ NAP,ARN,NAP,2125.0,2690.0,535.0,3,0.0,572.5
"[3504638499, 3504638465, 3504638197, 3504638198]",ARN ➔ HAM ➔ STR ➔ BCN ➔ STR,ARN,STR,2125.0,2850.0,695.0,4,0.0,710.0
"[3504638499, 3504638465, 3504638298]",ARN ➔ HAM ➔ STR ➔ SPU,ARN,SPU,2125.0,2690.0,535.0,3,0.0,562.5
"[3504638499, 3504638465, 3504638258, 3504638259]",ARN ➔ HAM ➔ STR ➔ VIE ➔ STR,ARN,STR,2125.0,2800.0,645.0,4,0.0,645.0
"[3504638499, 3504638465, 3504638275]",ARN ➔ HAM ➔ STR ➔ BUD,ARN,BUD,2125.0,2690.0,535.0,3,0.0,557.5
"[3504638499, 3504638465, 3504638575]",ARN ➔ HAM ➔ STR ➔ BER,ARN,BER,2125.0,2770.0,615.0,3,0.0,590.0
"[3504638499, 3504638534, 3504638535]",ARN ➔ HAM ➔ PMI ➔ HAM,ARN,HAM,2125.0,2795.0,640.0,3,0.0,690.0
"[3504638499, 3504638534, 3504638759]",ARN ➔ HAM ➔ PMI ➔ DUS,ARN,DUS,2125.0,2785.0,630.0,3,0.0,675.0
"[3504638499, 3504638534, 3504638128]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2790.0,635.0,3,0.0,677.5
"[3504638499, 3504638534, 3504638761]",ARN ➔ HAM ➔ PMI ➔ DUS,ARN,DUS,2125.0,2810.0,655.0,3,0.0,687.5
"[3504638499, 3504638534, 3504638320]",ARN ➔ HAM ➔ PMI ➔ HAJ,ARN,HAJ,2125.0,2860.0,705.0,3,0.0,720.0
"[3504638499, 3504638534, 3504638212]",ARN ➔ HAM ➔ PMI ➔ STR,ARN,STR,2125.0,2835.0,680.0,3,0.0,692.5
"[3504638499, 3504638534, 3504638216]",ARN ➔ HAM ➔ PMI ➔ STR,ARN,STR,2125.0,2855.0,700.0,3,0.0,702.5
"[3504638499, 3504638534, 3504638130]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2870.0,715.0,3,0.0,717.5
"[3504638499, 3504638534, 3504638132]",ARN ➔ HAM ➔ PMI ➔ CGN,ARN,CGN,2125.0,2905.0,750.0,3,0.0,735.0
"[3504638499, 3504638540]",ARN ➔ HAM ➔ SKG,ARN,SKG,2125.0,2585.0,430.0,2,0.0,505.0
"[3504638499, 3504638524, 3504638721]",ARN ➔ HAM ➔ BCN ➔ DUS,ARN,DUS,2125.0,2795.0,640.0,3,0.0,675.0
"[3504638499, 3504638524, 3504638116]",ARN ➔ HAM ➔ BCN ➔ CGN,ARN,CGN,2125.0,2860.0,705.0,3,0.0,710.0
"[3504638499, 3504638524, 3504638198]",ARN ➔ HAM ➔ BCN ➔ STR,ARN,STR,2125.0,2850.0,695.0,3,0.0,695.0
"[3504638499, 3504638178, 3504638575]",ARN ➔ HAM ➔ STR ➔ BER,ARN,BER,2125.0,2770.0,615.0,3,0.0,590.0
"[3504638499, 3504638548, 3504638799]",ARN ➔ HAM ➔ VIE ➔ DUS,ARN,DUS,2125.0,2765.0,610.0,3,0.0,607.5
"[3504638499, 3504638548, 3504638144]",ARN ➔ HAM ➔ VIE ➔ CGN,ARN,CGN,2125.0,2805.0,650.0,3,0.0,627.5
"[3504638499, 3504638548, 3504638259]",ARN ➔ HAM ➔ VIE ➔ STR,ARN,STR,2125.0,2800.0,645.0,3,0.0,615.0
"[3504638499, 3504638564, 3504638565]",ARN ➔ HAM ➔ MXP ➔ HAM,ARN,HAM,2125.0,2815.0,660.0,3,0.0,647.5
"[3504638499, 3504638564, 3504638827]",ARN ➔ HAM ➔ MXP ➔ DUS,ARN,DUS,2125.0,2810.0,655.0,3,0.0,640.0
"[3504638499, 3504638520, 3504638729]",ARN ➔ HAM ➔ LHR ➔ DUS,ARN,DUS,2125.0,2785.0,630.0,3,0.0,615.0
"[3504638499, 3504638520, 3504638110]",ARN ➔ HAM ➔ LHR ➔ CGN,ARN,CGN,2125.0,2810.0,655.0,3,0.0,627.5
[3504638499],ARN ➔ HAM,ARN,HAM,2125.0,2315.0,160.0,1,0.0,290.0
"[3504638561, 3504638465, 3504638185, 3504638186]",VCE ➔ HAM ➔ STR ➔ LHR ➔ STR,VCE,STR,2135.0,2765.0,600.0,4,0.0,655.0
"[3504638561, 3504638465, 3504638185, 3504638521]",VCE ➔ HAM ➔ STR ➔ LHR ➔ HAM,VCE,HAM,2135.0,2790.0,625.0,4,0.0,667.5
"[3504638561, 3504638465, 3504638185, 3504638729]",VCE ➔ HAM ➔ STR ➔ LHR ➔ DUS,VCE,DUS,2135.0,2785.0,620.0,4,0.0,657.5
"[3504638561, 3504638465, 3504638185, 3504638110]",VCE ➔ HAM ➔ STR ➔ LHR ➔ CGN,VCE,CGN,2135.0,2810.0,645.0,4,0.0,670.0
"[3504638561, 3504638465, 3504638292, 3504638295]",VCE ➔ HAM ➔ STR ➔ FCO ➔ STR,VCE,STR,2135.0,2790.0,625.0,4,0.0,667.5
"[3504638561, 3504638465, 3504638292, 3504638324]",VCE ➔ HAM ➔ STR ➔ FCO ➔ HAJ,VCE,HAJ,2135.0,2855.0,690.0,4,0.0,712.5
"[3504638561, 3504638465, 3504638292, 3504638162]",VCE ➔ HAM ➔ STR ➔ FCO ➔ CGN,VCE,CGN,2135.0,2860.0,695.0,4,0.0,712.5
"[3504638561, 3504638465, 3504638211, 3504638212]",VCE ➔ HAM ➔ STR ➔ PMI ➔ STR,VCE,STR,2135.0,2835.0,670.0,4,0.0,712.5
"[3504638561, 3504638465, 3504638211, 3504638216]",VCE ➔ HAM ➔ STR ➔ PMI ➔ STR,VCE,STR,2135.0,2855.0,690.0,4,0.0,722.5
"[3504638561, 3504638465, 3504638211, 3504638130]",VCE ➔ HAM ➔ STR ➔ PMI ➔ CGN,VCE,CGN,2135.0,2870.0,705.0,4,0.0,737.5
"[3504638561, 3504638465, 3504638215, 3504638216]",VCE ➔ HAM ➔ STR ➔ PMI ➔ STR,VCE,STR,2135.0,2855.0,690.0,4,0.0,722.5
"[3504638561, 3504638465, 3504638215, 3504638130]",VCE ➔ HAM ➔ STR ➔ PMI ➔ CGN,VCE,CGN,2135.0,2870.0,705.0,4,0.0,737.5
"[3504638561, 3504638465, 3504638173]",VCE ➔ HAM ➔ STR ➔ BER,VCE,BER,2135.0,2640.0,475.0,3,0.0,527.5
"[3504638561, 3504638465, 3504638287]",VCE ➔ HAM ➔ STR ➔ NAP,VCE,NAP,2135.0,2690.0,525.0,3,0.0,575.0
"[3504638561, 3504638465, 3504638197, 3504638198]",VCE ➔ HAM ➔ STR ➔ BCN ➔ STR,VCE,STR,2135.0,2850.0,685.0,4,0.0,712.5
"[3504638561, 3504638465, 3504638298]",VCE ➔ HAM ➔ STR ➔ SPU,VCE,SPU,2135.0,2690.0,525.0,3,0.0,565.0
"[3504638561, 3504638465, 3504638258, 3504638259]",VCE ➔ HAM ➔ STR ➔ VIE ➔ STR,VCE,STR,2135.0,2800.0,635.0,4,0.0,647.5
"[3504638561, 3504638465, 3504638275]",VCE ➔ HAM ➔ STR ➔ BUD,VCE,BUD,2135.0,2690.0,525.0,3,0.0,560.0
"[3504638561, 3504638465, 3504638575]",VCE ➔ HAM ➔ STR ➔ BER,VCE,BER,2135.0,2770.0,605.0,3,0.0,592.5
"[3504638561, 3504638534, 3504638535]",VCE ➔ HAM ➔ PMI ➔ HAM,VCE,HAM,2135.0,2795.0,630.0,3,0.0,692.5
"[3504638561, 3504638534, 3504638759]",VCE ➔ HAM ➔ PMI ➔ DUS,VCE,DUS,2135.0,2785.0,620.0,3,0.0,677.5
"[3504638561, 3504638534, 3504638128]",VCE ➔ HAM ➔ PMI ➔ CGN,VCE,CGN,2135.0,2790.0,625.0,3,0.0,680.0
"[3504638561, 3504638534, 3504638761]",VCE ➔ HAM ➔ PMI ➔ DUS,VCE,DUS,2135.0,2810.0,645.0,3,0.0,690.0
"[3504638561, 3504638534, 3504638320]",VCE ➔ HAM ➔ PMI ➔ HAJ,VCE,HAJ,2135.0,2860.0,695.0,3,0.0,722.5
"[3504638561, 3504638534, 3504638212]",VCE ➔ HAM ➔ PMI ➔ STR,VCE,STR,2135.0,2835.0,670.0,3,0.0,695.0
"[3504638561, 3504638534, 3504638216]",VCE ➔ HAM ➔ PMI ➔ STR,VCE,STR,2135.0,2855.0,690.0,3,0.0,705.0
"[3504638561, 3504638534, 3504638130]",VCE ➔ HAM ➔ PMI ➔ CGN,VCE,CGN,2135.0,2870.0,705.0,3,0.0,720.0
"[3504638561, 3504638534, 3504638132]",VCE ➔ HAM ➔ PMI ➔ CGN,VCE,CGN,2135.0,2905.0,740.0,3,0.0,737.5
"[3504638561, 3504638540]",VCE ➔ HAM ➔ SKG,VCE,SKG,2135.0,2585.0,420.0,2,0.0,507.5
"[3504638561, 3504638524, 3504638721]",VCE ➔ HAM ➔ BCN ➔ DUS,VCE,DUS,2135.0,2795.0,630.0,3,0.0,677.5
"[3504638561, 3504638524, 3504638116]",VCE ➔ HAM ➔ BCN ➔ CGN,VCE,CGN,2135.0,2860.0,695.0,3,0.0,712.5
"[3504638561, 3504638524, 3504638198]",VCE ➔ HAM ➔ BCN ➔ STR,VCE,STR,2135.0,2850.0,685.0,3,0.0,697.5
"[3504638561, 3504638178, 3504638575]",VCE ➔ HAM ➔ STR ➔ BER,VCE,BER,2135.0,2770.0,605.0,3,0.0,592.5
"[3504638561, 3504638548, 3504638799]",VCE ➔ HAM ➔ VIE ➔ DUS,VCE,DUS,2135.0,2765.0,600.0,3,0.0,610.0
"[3504638561, 3504638548, 3504638144]",VCE ➔ HAM ➔ VIE ➔ CGN,VCE,CGN,2135.0,2805.0,640.0,3,0.0,630.0
"[3504638561, 3504638548, 3504638259]",VCE ➔ HAM ➔ VIE ➔ STR,VCE,STR,2135.0,2800.0,635.0,3,0.0,617.5
"[3504638561, 3504638564, 3504638565]",VCE ➔ HAM ➔ MXP ➔ HAM,VCE,HAM,2135.0,2815.0,650.0,3,0.0,650.0
"[3504638561, 3504638564, 3504638827]",VCE ➔ HAM ➔ MXP ➔ DUS,VCE,DUS,2135.0,2810.0,645.0,3,0.0,642.5
"[3504638561, 3504638520, 3504638729]",VCE ➔ HAM ➔ LHR ➔ DUS,VCE,DUS,2135.0,2785.0,620.0,3,0.0,617.5
"[3504638561, 3504638520, 3504638110]",VCE ➔ HAM ➔ LHR ➔ CGN,VCE,CGN,2135.0,2810.0,645.0,3,0.0,630.0
"[3504638561, 3504638554, 3504638555]",VCE ➔ HAM ➔ ZRH ➔ HAM,VCE,HAM,2135.0,2790.0,625.0,3,0.0,615.0
[3504638561],VCE ➔ HAM,VCE,HAM,2135.0,2340.0,175.0,1,0.0,305.0
"[3504638147, 3504638803, 3504638798, 3504638799]",CGN ➔ ZRH ➔ DUS ➔ VIE ➔ DUS,CGN,DUS,2135.0,2765.0,600.0,4,0.0,630.0
"[3504638147, 3504638803, 3504638798, 3504638144]",CGN ➔ ZRH ➔ DUS ➔ VIE ➔ CGN,CGN,CGN,2135.0,2805.0,640.0,4,0.0,500.0
"[3504638147, 3504638803, 3504638798, 3504638259]",CGN ➔ ZRH ➔ DUS ➔ VIE ➔ STR,CGN,STR,2135.0,2800.0,635.0,4,0.0,637.5
"[3504638147, 3504638803, 3504638812, 3504638278]",CGN ➔ ZRH ➔ DUS ➔ BUD ➔ STR,CGN,STR,2135.0,2820.0,655.0,4,0.0,660.0
"[3504638147, 3504638803, 3504638673, 3504638094]",CGN ➔ ZRH ➔ DUS ➔ BER ➔ CGN,CGN,CGN,2135.0,2730.0,565.0,4,0.0,435.0
"[3504638147, 3504638803, 3504638673, 3504638174]",CGN ➔ ZRH ➔ DUS ➔ BER ➔ STR,CGN,STR,2135.0,2750.0,585.0,4,0.0,597.5
"[3504638147, 3504638803, 3504638728, 3504638729]",CGN ➔ ZRH ➔ DUS ➔ LHR ➔ DUS,CGN,DUS,2135.0,2785.0,620.0,4,0.0,627.5
