LEG_ID,DEPARTURE_AIRPORT,ARRIVAL_AIRPORT,SCHEDULED_DEPARTURE_TIME,SCHEDULED_ARRIVAL_TIME,AIRCRAFT_TYPE
3504618788,CGN,BER,2025-04-27 15:55:00,2025-04-27 17:05:00,319
3504618789,BER,CGN,2025-04-27 17:40:00,2025-04-27 18:45:00,319
3504618790,CGN,BER,2025-04-27 16:45:00,2025-04-27 17:55:00,737
3504618791,BER,CGN,2025-04-27 18:35:00,2025-04-27 19:40:00,737
3504618792,CGN,FUE,2025-04-27 07:00:00,2025-04-27 11:30:00,320
3504618793,FUE,CGN,2025-04-27 12:20:00,2025-04-27 16:30:00,320
3504618794,CGN,TFS,2025-04-27 07:35:00,2025-04-27 12:25:00,320
3504618795,TFS,CGN,2025-04-27 13:10:00,2025-04-27 17:40:00,320
3504618796,CGN,ACE,2025-04-27 07:30:00,2025-04-27 11:50:00,737
3504618797,ACE,CGN,2025-04-27 12:50:00,2025-04-27 17:05:00,737
3504618798,CGN,LPA,2025-04-27 06:00:00,2025-04-27 10:45:00,737
3504618799,LPA,CGN,2025-04-27 11:35:00,2025-04-27 15:55:00,737
3504618800,CGN,EDI,2025-04-27 18:55:00,2025-04-27 20:45:00,737
3504618801,EDI,CGN,2025-04-27 21:30:00,2025-04-27 23:15:00,737
3504618802,TUN,CGN,2025-04-27 02:10:00,2025-04-27 04:40:00,737
3504618803,CGN,NDR,2025-04-27 22:10:00,2025-04-28 01:10:00,737
3504618804,CGN,NCE,2025-04-27 18:05:00,2025-04-27 19:50:00,320
3504618805,NCE,CGN,2025-04-27 20:35:00,2025-04-27 22:15:00,320
3504618806,CGN,LHR,2025-04-27 13:35:00,2025-04-27 15:05:00,319
3504618807,LHR,CGN,2025-04-27 15:45:00,2025-04-27 17:05:00,319
3504618808,CGN,LHR,2025-04-27 18:35:00,2025-04-27 20:05:00,319
3504618812,CGN,BCN,2025-04-27 18:00:00,2025-04-27 20:10:00,320
3504618809,LHR,CGN,2025-04-27 21:00:00,2025-04-27 22:20:00,319
3504618810,CGN,SJJ,2025-04-27 05:00:00,2025-04-27 06:50:00,737
3504618811,SJJ,CGN,2025-04-27 07:40:00,2025-04-27 09:40:00,737
3504618813,BCN,CGN,2025-04-27 20:55:00,2025-04-27 23:15:00,320
3504618814,CGN,VLC,2025-04-27 06:30:00,2025-04-27 08:55:00,319
3504618815,VLC,CGN,2025-04-27 09:40:00,2025-04-27 12:15:00,319
3504618816,CGN,IBZ,2025-04-27 19:35:00,2025-04-27 22:05:00,737
3504618817,IBZ,CGN,2025-04-27 22:55:00,2025-04-28 01:20:00,737
3504618818,CGN,PMI,2025-04-27 04:15:00,2025-04-27 06:35:00,737
3504618819,PMI,CGN,2025-04-27 07:30:00,2025-04-27 09:50:00,737
3504618820,CGN,PMI,2025-04-27 05:05:00,2025-04-27 07:25:00,320
3504618821,PMI,CGN,2025-04-27 08:55:00,2025-04-27 11:15:00,320
3504618822,CGN,PMI,2025-04-27 05:10:00,2025-04-27 07:30:00,320
3504618823,CGN,PMI,2025-04-27 13:00:00,2025-04-27 15:20:00,737
3504618824,PMI,CGN,2025-04-27 14:55:00,2025-04-27 17:15:00,320
3504618825,CGN,PMI,2025-04-27 11:55:00,2025-04-27 14:15:00,320
3504618826,PMI,CGN,2025-04-27 16:15:00,2025-04-27 18:35:00,737
3504618827,PMI,CGN,2025-04-27 21:00:00,2025-04-27 23:20:00,320
3504618828,CGN,LIS,2025-04-27 10:25:00,2025-04-27 13:30:00,737
3504618829,LIS,CGN,2025-04-27 14:15:00,2025-04-27 17:05:00,737
3504618830,CGN,FNC,2025-04-27 14:20:00,2025-04-27 18:40:00,320
3504618831,FNC,CGN,2025-04-27 19:30:00,2025-04-27 23:20:00,320
3504618832,CGN,KGS,2025-04-27 10:40:00,2025-04-27 13:55:00,737
3504618833,KGS,CGN,2025-04-27 14:45:00,2025-04-27 18:10:00,737
3504618834,CGN,HER,2025-04-27 05:45:00,2025-04-27 09:00:00,320
3504618835,HER,CGN,2025-04-27 09:45:00,2025-04-27 13:10:00,320
3504618836,CGN,ATH,2025-04-27 06:10:00,2025-04-27 09:05:00,319
3504618837,ATH,CGN,2025-04-27 09:45:00,2025-04-27 12:50:00,319
3504618838,CGN,VIE,2025-04-27 18:30:00,2025-04-27 20:00:00,737
3504618839,VIE,CGN,2025-04-27 20:40:00,2025-04-27 22:15:00,737
3504618840,CGN,ZRH,2025-04-27 18:40:00,2025-04-27 19:45:00,320
3504618841,ZRH,CGN,2025-04-27 20:30:00,2025-04-27 21:35:00,320
3504618842,CGN,PRG,2025-04-27 17:20:00,2025-04-27 18:30:00,737
3504618848,PRG,CGN,2025-04-27 19:15:00,2025-04-27 20:30:00,737
3504618851,CGN,BUD,2025-04-27 17:35:00,2025-04-27 19:20:00,319
3504618856,BUD,CGN,2025-04-27 20:00:00,2025-04-27 21:50:00,319
3504618858,CGN,VCE,2025-04-27 11:30:00,2025-04-27 12:55:00,319
3504618860,VCE,CGN,2025-04-27 13:35:00,2025-04-27 15:10:00,319
3504618861,CGN,MXP,2025-04-27 19:20:00,2025-04-27 20:50:00,319
3504618862,MXP,CGN,2025-04-27 21:30:00,2025-04-27 22:55:00,319
3504618863,CGN,VRN,2025-04-27 13:15:00,2025-04-27 14:45:00,319
3504618869,VRN,CGN,2025-04-27 15:25:00,2025-04-27 16:55:00,319
3504618871,CGN,OLB,2025-04-27 07:10:00,2025-04-27 09:15:00,737
3504618877,OLB,CGN,2025-04-27 10:05:00,2025-04-27 12:00:00,737
3504618878,CGN,ALC,2025-04-27 10:40:00,2025-04-27 13:15:00,737
3504618880,ALC,CGN,2025-04-27 13:55:00,2025-04-27 16:35:00,737
3504618879,CGN,FCO,2025-04-27 18:05:00,2025-04-27 20:05:00,737
3504618881,FCO,CGN,2025-04-27 21:00:00,2025-04-27 23:00:00,737
3504618882,CGN,DBV,2025-04-27 06:10:00,2025-04-27 08:05:00,319
3504618888,DBV,CGN,2025-04-27 08:45:00,2025-04-27 10:55:00,319
3504618890,CGN,SPU,2025-04-27 20:20:00,2025-04-27 22:05:00,737
3504618897,SPU,CGN,2025-04-27 22:40:00,2025-04-28 00:30:00,737
3504618899,CGN,ZAG,2025-04-27 19:20:00,2025-04-27 21:00:00,737
3504618901,ZAG,CGN,2025-04-27 21:45:00,2025-04-27 23:25:00,737
3504618904,CGN,HRG,2025-04-27 07:10:00,2025-04-27 11:50:00,737
3504618912,HRG,CGN,2025-04-27 12:45:00,2025-04-27 18:00:00,737
3504618914,BER,DWC,2025-04-27 07:10:00,2025-04-27 13:30:00,320
3504618917,DWC,BER,2025-04-27 15:00:00,2025-04-27 22:00:00,320
3504618918,STR,DWC,2025-04-27 07:00:00,2025-04-27 13:30:00,320
3504618919,DWC,STR,2025-04-27 15:00:00,2025-04-27 22:05:00,320
3504618920,STR,BER,2025-04-27 19:15:00,2025-04-27 20:25:00,320
3504618921,BER,STR,2025-04-27 21:05:00,2025-04-27 22:15:00,320
3504618922,STR,HAM,2025-04-27 18:10:00,2025-04-27 19:20:00,319
3504618925,HAM,STR,2025-04-27 19:55:00,2025-04-27 21:10:00,319
3504618928,STR,FUE,2025-04-27 06:40:00,2025-04-27 11:10:00,320
3504618934,FUE,STR,2025-04-27 11:55:00,2025-04-27 16:20:00,320
3504618936,STR,LPA,2025-04-27 06:15:00,2025-04-27 10:50:00,320
3504618940,LPA,STR,2025-04-27 11:35:00,2025-04-27 16:10:00,320
3504618944,LHR,STR,2025-04-27 15:35:00,2025-04-27 17:10:00,319
3504618941,STR,NCE,2025-04-27 14:00:00,2025-04-27 15:25:00,320
3504618942,NCE,STR,2025-04-27 21:30:00,2025-04-27 22:50:00,320
3504618943,STR,LHR,2025-04-27 13:05:00,2025-04-27 14:50:00,319
3504618945,STR,LHR,2025-04-27 17:20:00,2025-04-27 19:05:00,320
3504618947,LHR,STR,2025-04-27 20:00:00,2025-04-27 21:35:00,320
3504618946,STR,EDI,2025-04-27 17:15:00,2025-04-27 19:30:00,320
3504618949,EDI,STR,2025-04-27 20:10:00,2025-04-27 22:15:00,320
3504618950,STR,OTP,2025-04-27 06:25:00,2025-04-27 08:40:00,319
3504618951,OTP,STR,2025-04-27 09:20:00,2025-04-27 11:35:00,319
3504618952,STR,BCN,2025-04-27 13:15:00,2025-04-27 15:05:00,320
3504618953,BCN,STR,2025-04-27 15:50:00,2025-04-27 17:50:00,320
3504618954,STR,BCN,2025-04-27 18:15:00,2025-04-27 20:05:00,320
3504618955,BCN,STR,2025-04-27 20:45:00,2025-04-27 22:45:00,320
3504618956,STR,VLC,2025-04-27 13:05:00,2025-04-27 15:20:00,319
3504618958,VLC,STR,2025-04-27 16:05:00,2025-04-27 18:20:00,319
3504618957,STR,TFS,2025-04-27 07:05:00,2025-04-27 11:50:00,320
3504618959,TFS,STR,2025-04-27 12:35:00,2025-04-27 17:15:00,320
3504618960,STR,AGP,2025-04-27 17:00:00,2025-04-27 19:45:00,320
3504618961,AGP,STR,2025-04-27 20:30:00,2025-04-27 23:15:00,320
3504618962,STR,PMI,2025-04-27 06:00:00,2025-04-27 08:00:00,319
3504618963,PMI,STR,2025-04-27 08:45:00,2025-04-27 10:45:00,319
3504618964,STR,PMI,2025-04-27 05:50:00,2025-04-27 07:50:00,320
3504618965,STR,PMI,2025-04-27 06:10:00,2025-04-27 08:10:00,320
3504618966,PMI,STR,2025-04-27 15:15:00,2025-04-27 17:20:00,320
3504618968,STR,PMI,2025-04-27 18:15:00,2025-04-27 20:15:00,320
3504618967,PMI,STR,2025-04-27 14:40:00,2025-04-27 16:45:00,320
3504618969,PMI,STR,2025-04-27 20:30:00,2025-04-27 22:35:00,320
3504618970,STR,PMI,2025-04-27 17:45:00,2025-04-27 19:45:00,320
3504618971,PMI,STR,2025-04-27 21:10:00,2025-04-27 23:15:00,320
3504618972,STR,LIS,2025-04-27 06:20:00,2025-04-27 09:25:00,319
3504618973,LIS,STR,2025-04-27 10:20:00,2025-04-27 13:10:00,319
3504618974,STR,FAO,2025-04-27 05:50:00,2025-04-27 08:50:00,320
3504618975,FAO,STR,2025-04-27 09:35:00,2025-04-27 12:30:00,320
3504618976,STR,HER,2025-04-27 06:40:00,2025-04-27 09:30:00,320
3504618977,STR,SKG,2025-04-27 06:10:00,2025-04-27 08:25:00,320
3504618981,ATH,STR,2025-04-27 09:25:00,2025-04-27 12:15:00,319
3504618978,HER,STR,2025-04-27 10:15:00,2025-04-27 13:15:00,320
3504618979,SKG,STR,2025-04-27 09:10:00,2025-04-27 11:30:00,320
3504618980,STR,ATH,2025-04-27 06:05:00,2025-04-27 08:45:00,319
3504618982,STR,KVA,2025-04-27 06:40:00,2025-04-27 09:00:00,319
3504618983,KVA,STR,2025-04-27 09:45:00,2025-04-27 12:10:00,319
3504618984,STR,OPO,2025-04-27 15:15:00,2025-04-27 18:00:00,320
3504618985,OPO,STR,2025-04-27 18:45:00,2025-04-27 21:20:00,320
3504618987,STR,VIE,2025-04-27 18:55:00,2025-04-27 20:10:00,319
3504618988,VIE,STR,2025-04-27 20:55:00,2025-04-27 22:10:00,319
3504618989,STR,DUB,2025-04-27 17:15:00,2025-04-27 19:15:00,319
3504618990,DUB,STR,2025-04-27 19:55:00,2025-04-27 21:55:00,320
3504618991,STR,BUD,2025-04-27 19:40:00,2025-04-27 21:05:00,319
3504618992,BUD,STR,2025-04-27 21:50:00,2025-04-27 23:20:00,319
3504618993,STR,CTA,2025-04-27 17:35:00,2025-04-27 19:50:00,319
3504618994,CTA,STR,2025-04-27 20:30:00,2025-04-27 22:50:00,319
3504618995,STR,MXP,2025-04-27 18:55:00,2025-04-27 20:05:00,319
3504618996,MXP,STR,2025-04-27 20:45:00,2025-04-27 21:50:00,319
3504618997,STR,OLB,2025-04-27 12:20:00,2025-04-27 14:00:00,319
3504618998,OLB,STR,2025-04-27 14:45:00,2025-04-27 16:25:00,319
3504618999,STR,FCO,2025-04-27 12:15:00,2025-04-27 13:55:00,320
3504619000,FCO,STR,2025-04-27 14:35:00,2025-04-27 16:15:00,320
3504619001,STR,TIA,2025-04-27 18:30:00,2025-04-27 20:25:00,320
3504619002,TIA,STR,2025-04-27 21:05:00,2025-04-27 23:00:00,320
3504619003,STR,SPU,2025-04-27 15:20:00,2025-04-27 16:55:00,319
3504619004,SPU,STR,2025-04-27 17:35:00,2025-04-27 19:05:00,319
3504619005,STR,AGA,2025-04-27 05:55:00,2025-04-27 09:50:00,320
3504619006,AGA,STR,2025-04-27 10:40:00,2025-04-27 14:30:00,320
3504619007,STR,HRG,2025-04-27 06:55:00,2025-04-27 11:20:00,320
3504619008,HRG,STR,2025-04-27 12:15:00,2025-04-27 17:15:00,320
3504619009,HAJ,LPA,2025-04-27 06:05:00,2025-04-27 11:10:00,320
3504619010,LPA,HAJ,2025-04-27 11:55:00,2025-04-27 16:40:00,320
3504619011,HAJ,AGP,2025-04-27 13:45:00,2025-04-27 17:05:00,320
3504619012,AGP,HAJ,2025-04-27 17:50:00,2025-04-27 21:10:00,320
3504619013,HAJ,PMI,2025-04-27 05:05:00,2025-04-27 07:35:00,320
3504619014,PMI,HAJ,2025-04-27 20:20:00,2025-04-27 22:55:00,320
3504619015,HAJ,OLB,2025-04-27 07:50:00,2025-04-27 10:05:00,320
3504619016,OLB,HAJ,2025-04-27 10:50:00,2025-04-27 12:55:00,320
3504619020,PMI,DTM,2025-04-27 10:10:00,2025-04-27 12:35:00,320
3504619017,HAJ,FCO,2025-04-27 17:45:00,2025-04-27 19:50:00,320
3504619018,FCO,HAJ,2025-04-27 20:35:00,2025-04-27 22:40:00,320
3504619019,DTM,PMI,2025-04-27 07:05:00,2025-04-27 09:20:00,320
3504619021,DTM,PMI,2025-04-27 13:20:00,2025-04-27 15:35:00,320
3504619025,PMI,DTM,2025-04-27 16:20:00,2025-04-27 18:45:00,320
3504619028,NUE,LPA,2025-04-27 13:45:00,2025-04-27 18:40:00,320
3504619033,LPA,NUE,2025-04-27 19:30:00,2025-04-28 00:20:00,320
3504619068,SZG,DUS,2025-04-27 20:45:00,2025-04-27 21:55:00,319
3504619073,DUS,SZG,2025-04-27 18:45:00,2025-04-27 20:00:00,319
3504619078,SZG,HAM,2025-04-27 21:20:00,2025-04-27 22:35:00,320
3504619083,HAM,SZG,2025-04-27 19:25:00,2025-04-27 20:40:00,320
3504619105,GRZ,HAM,2025-04-27 18:10:00,2025-04-27 19:50:00,320
3504619109,HAM,GRZ,2025-04-27 20:25:00,2025-04-27 22:15:00,320
3504619122,ARN,STR,2025-04-27 07:10:00,2025-04-27 09:25:00,319
3504619123,STR,ARN,2025-04-27 10:05:00,2025-04-27 12:15:00,319
3504619127,ARN,BER,2025-04-27 18:25:00,2025-04-27 20:00:00,319
3504619130,BER,ARN,2025-04-27 20:40:00,2025-04-27 22:15:00,319
3504619135,DUS,LPA,2025-04-27 08:10:00,2025-04-27 12:55:00,321
3504619138,LPA,DUS,2025-04-27 13:45:00,2025-04-27 18:05:00,321
3504619143,HAM,LPA,2025-04-27 06:25:00,2025-04-27 11:30:00,321
3504619145,LPA,HAM,2025-04-27 12:20:00,2025-04-27 17:00:00,321
3504619147,DUS,PRN,2025-04-27 07:40:00,2025-04-27 10:05:00,319
3504619148,PRN,DUS,2025-04-27 17:00:00,2025-04-27 19:30:00,319
3504619149,STR,PRN,2025-04-27 07:20:00,2025-04-27 09:25:00,320
3504619150,PRN,STR,2025-04-27 15:30:00,2025-04-27 17:35:00,320
3504619176,PMI,NUE,2025-04-27 23:15:00,2025-04-28 01:25:00,320
3504619177,NUE,PMI,2025-04-27 03:40:00,2025-04-27 05:50:00,320
3504619182,PMI,NUE,2025-04-27 09:15:00,2025-04-27 11:25:00,320
3504619183,NUE,PMI,2025-04-27 06:20:00,2025-04-27 08:30:00,320
3504619192,PMI,HAJ,2025-04-27 13:40:00,2025-04-27 16:15:00,320
3504619193,HAJ,PMI,2025-04-27 17:05:00,2025-04-27 19:35:00,320
3504619194,HAJ,PMI,2025-04-27 03:15:00,2025-04-27 05:45:00,320
3504619204,PMI,DUS,2025-04-27 18:45:00,2025-04-27 21:05:00,320
3504619207,HAM,MUC,2025-04-27 19:00:00,2025-04-27 20:20:00,320
3504619208,MUC,HAM,2025-04-27 21:00:00,2025-04-27 22:20:00,320
3504619209,HAM,ARN,2025-04-27 15:20:00,2025-04-27 16:55:00,319
3504619210,ARN,HAM,2025-04-27 13:10:00,2025-04-27 14:40:00,319
3504619211,HAM,LPA,2025-04-27 07:35:00,2025-04-27 12:40:00,320
3504619212,LPA,HAM,2025-04-27 13:25:00,2025-04-27 18:05:00,320
3504619213,HAM,CDG,2025-04-27 18:40:00,2025-04-27 20:10:00,319
3504619214,CDG,HAM,2025-04-27 20:50:00,2025-04-27 22:20:00,319
3504619215,HAM,NCE,2025-04-27 18:45:00,2025-04-27 20:50:00,320
3504619217,NCE,HAM,2025-04-27 16:05:00,2025-04-27 18:05:00,320
3504619216,HAM,LHR,2025-04-27 13:30:00,2025-04-27 15:10:00,319
3504619221,HAM,IBZ,2025-04-27 06:10:00,2025-04-27 09:05:00,321
3504619218,LHR,HAM,2025-04-27 15:50:00,2025-04-27 17:25:00,319
3504619219,HAM,LHR,2025-04-27 18:05:00,2025-04-27 19:45:00,319
3504619220,LHR,HAM,2025-04-27 20:25:00,2025-04-27 22:00:00,319
3504619222,IBZ,HAM,2025-04-27 10:00:00,2025-04-27 12:50:00,321
3504619223,HAM,BCN,2025-04-27 14:55:00,2025-04-27 17:30:00,319
3504619224,BCN,HAM,2025-04-27 18:45:00,2025-04-27 21:30:00,319
3504619225,HAM,FUE,2025-04-27 07:15:00,2025-04-27 12:10:00,320
3504619226,FUE,HAM,2025-04-27 13:10:00,2025-04-27 17:45:00,320
3504619227,HAM,TFS,2025-04-27 07:25:00,2025-04-27 12:40:00,320
3504619228,TFS,HAM,2025-04-27 13:35:00,2025-04-27 18:40:00,320
3504619229,HAM,AGP,2025-04-27 06:00:00,2025-04-27 09:30:00,320
3504619231,AGP,HAM,2025-04-27 10:25:00,2025-04-27 13:40:00,320
3504619233,HAM,OPO,2025-04-27 15:40:00,2025-04-27 18:45:00,320
3504619238,OPO,HAM,2025-04-27 19:25:00,2025-04-27 22:20:00,320
3504619240,HAM,PMI,2025-04-27 05:55:00,2025-04-27 08:35:00,320
3504619245,PMI,HAM,2025-04-27 09:25:00,2025-04-27 12:05:00,320
3504619247,HAM,PMI,2025-04-27 06:15:00,2025-04-27 08:55:00,319
3504619248,PMI,HAM,2025-04-27 09:45:00,2025-04-27 12:25:00,319
3504619249,HAM,PMI,2025-04-27 08:40:00,2025-04-27 11:20:00,320
3504619257,PMI,HAM,2025-04-27 12:10:00,2025-04-27 14:50:00,320
3504619259,HAM,PMI,2025-04-27 15:00:00,2025-04-27 17:40:00,320
3504619266,PMI,HAM,2025-04-27 18:40:00,2025-04-27 21:20:00,320
3504619268,HAM,PMI,2025-04-27 13:10:00,2025-04-27 15:50:00,320
3504619269,PMI,HAM,2025-04-27 16:50:00,2025-04-27 19:30:00,320
3504619270,HAM,PMI,2025-04-27 15:25:00,2025-04-27 18:05:00,321
3504619271,PMI,HAM,2025-04-27 19:00:00,2025-04-27 21:40:00,321
3504619275,FAO,HAM,2025-04-27 10:15:00,2025-04-27 13:40:00,319
3504619272,HAM,CFU,2025-04-27 06:05:00,2025-04-27 08:45:00,320
3504619273,CFU,HAM,2025-04-27 09:30:00,2025-04-27 12:15:00,320
3504619274,HAM,FAO,2025-04-27 06:05:00,2025-04-27 09:35:00,319
3504619276,HAM,HER,2025-04-27 06:05:00,2025-04-27 09:25:00,319
3504619277,HER,HAM,2025-04-27 10:15:00,2025-04-27 13:45:00,319
3504619278,HAM,VIE,2025-04-27 13:45:00,2025-04-27 15:15:00,319
3504619279,VIE,HAM,2025-04-27 15:55:00,2025-04-27 17:25:00,319
3504619280,HAM,ZRH,2025-04-27 13:50:00,2025-04-27 15:15:00,320
3504619281,ZRH,HAM,2025-04-27 16:00:00,2025-04-27 17:25:00,320
3504619282,HAM,ZRH,2025-04-27 18:25:00,2025-04-27 19:50:00,321
3504619283,ZRH,HAM,2025-04-27 20:35:00,2025-04-27 22:00:00,321
3504619284,HAM,MAN,2025-04-27 18:30:00,2025-04-27 20:15:00,320
3504619285,MAN,HAJ,2025-04-27 20:50:00,2025-04-27 22:30:00,320
3504619286,HAM,BUD,2025-04-27 18:15:00,2025-04-27 19:55:00,320
3504619287,BUD,HAM,2025-04-27 20:40:00,2025-04-27 22:25:00,320
3504619288,HAM,VCE,2025-04-27 18:15:00,2025-04-27 20:05:00,319
3504619289,VCE,HAM,2025-04-27 20:45:00,2025-04-27 22:30:00,319
3504619290,HAM,MXP,2025-04-27 17:40:00,2025-04-27 19:30:00,319
3504619291,MXP,HAM,2025-04-27 20:15:00,2025-04-27 22:00:00,319
3504619292,HAM,OLB,2025-04-27 07:20:00,2025-04-27 09:40:00,319
3504619293,OLB,HAM,2025-04-27 10:20:00,2025-04-27 12:40:00,319
3504619294,HAM,FCO,2025-04-27 12:40:00,2025-04-27 14:55:00,319
3504619295,FCO,HAM,2025-04-27 15:35:00,2025-04-27 17:50:00,319
3504619296,HAM,SPU,2025-04-27 07:05:00,2025-04-27 09:05:00,319
3504619297,SPU,HAM,2025-04-27 09:50:00,2025-04-27 11:50:00,319
3504619298,BER,LPA,2025-04-27 07:30:00,2025-04-27 12:40:00,321
3504619299,LPA,BER,2025-04-27 13:35:00,2025-04-27 18:35:00,321
3504619300,BER,GOT,2025-04-27 13:45:00,2025-04-27 15:10:00,320
3504619301,GOT,BER,2025-04-27 15:50:00,2025-04-27 17:15:00,320
3504619302,BER,HEL,2025-04-27 18:30:00,2025-04-27 20:35:00,320
3504619303,HEL,BER,2025-04-27 21:15:00,2025-04-27 23:20:00,320
3504619304,BER,TFS,2025-04-27 07:30:00,2025-04-27 12:50:00,321
3504619305,TFS,BER,2025-04-27 13:40:00,2025-04-27 18:50:00,321
3504619306,BER,SZG,2025-04-27 20:00:00,2025-04-27 21:05:00,321
3504619307,SZG,BER,2025-04-27 21:55:00,2025-04-27 23:00:00,321
3504619308,BER,GRZ,2025-04-27 19:30:00,2025-04-27 21:05:00,321
3504619309,GRZ,BER,2025-04-27 21:50:00,2025-04-27 23:25:00,321
3504619310,BER,ACE,2025-04-27 06:55:00,2025-04-27 12:05:00,320
3504619311,ACE,BER,2025-04-27 12:50:00,2025-04-27 17:35:00,320
3504619315,AGP,BER,2025-04-27 20:00:00,2025-04-27 23:15:00,320
3504619312,BER,NCE,2025-04-27 18:20:00,2025-04-27 20:35:00,320
3504619313,NCE,BER,2025-04-27 21:15:00,2025-04-27 23:25:00,320
3504619314,BER,AGP,2025-04-27 15:35:00,2025-04-27 19:10:00,320
3504619316,BER,IBZ,2025-04-27 07:50:00,2025-04-27 10:40:00,320
3504619317,IBZ,BER,2025-04-27 11:20:00,2025-04-27 14:25:00,320
3504619318,BER,PMI,2025-04-27 09:20:00,2025-04-27 12:00:00,320
3504619319,PMI,BER,2025-04-27 06:00:00,2025-04-27 08:40:00,320
3504619320,BER,PMI,2025-04-27 08:15:00,2025-04-27 10:55:00,320
3504619321,PMI,BER,2025-04-27 11:40:00,2025-04-27 14:20:00,320
3504619322,BER,PMI,2025-04-27 18:30:00,2025-04-27 21:10:00,320
3504619323,PMI,BER,2025-04-27 14:55:00,2025-04-27 17:35:00,320
3504619324,BER,ZRH,2025-04-27 18:00:00,2025-04-27 19:30:00,320
3504619325,ZRH,BER,2025-04-27 20:15:00,2025-04-27 21:55:00,320
3504619326,BER,DBV,2025-04-27 06:35:00,2025-04-27 08:25:00,320
3504619327,DBV,BER,2025-04-27 09:10:00,2025-04-27 11:15:00,320
3504619328,EVN,BER,2025-04-27 02:15:00,2025-04-27 06:40:00,320
3504619329,DUS,GWT,2025-04-27 15:05:00,2025-04-27 16:10:00,319
3504619330,GWT,DUS,2025-04-27 16:45:00,2025-04-27 17:45:00,319
3504619331,DUS,HAM,2025-04-27 16:05:00,2025-04-27 17:00:00,319
3504619332,HAM,DUS,2025-04-27 14:20:00,2025-04-27 15:15:00,319
3504619333,DUS,BER,2025-04-27 16:45:00,2025-04-27 17:55:00,320
3504619334,BER,DUS,2025-04-27 15:05:00,2025-04-27 16:10:00,320
3504619335,DUS,BER,2025-04-27 19:00:00,2025-04-27 20:10:00,320
3504619336,BER,DUS,2025-04-27 20:50:00,2025-04-27 21:55:00,320
3504619337,DUS,MUC,2025-04-27 12:05:00,2025-04-27 13:15:00,320
3504619338,MUC,DUS,2025-04-27 13:55:00,2025-04-27 15:05:00,320
3504619339,DUS,MUC,2025-04-27 18:45:00,2025-04-27 19:55:00,320
3504619340,MUC,DUS,2025-04-27 20:35:00,2025-04-27 21:45:00,320
3504619341,DUS,ARN,2025-04-27 07:50:00,2025-04-27 09:45:00,320
3504619342,ARN,DUS,2025-04-27 10:25:00,2025-04-27 12:25:00,320
3504619343,DUS,ARN,2025-04-27 20:25:00,2025-04-27 22:20:00,319
3504619344,ARN,DUS,2025-04-27 11:40:00,2025-04-27 13:40:00,319
3504619345,DUS,GOT,2025-04-27 13:30:00,2025-04-27 15:00:00,319
3504619346,GOT,DUS,2025-04-27 15:40:00,2025-04-27 17:10:00,319
3504619347,DUS,CPH,2025-04-27 18:55:00,2025-04-27 20:15:00,320
3504619348,CPH,DUS,2025-04-27 20:55:00,2025-04-27 22:15:00,320
3504619349,DUS,KEF,2025-04-27 21:30:00,2025-04-28 01:00:00,320
3504619350,DUS,BHX,2025-04-27 18:35:00,2025-04-27 20:00:00,319
3504619351,BHX,DUS,2025-04-27 20:40:00,2025-04-27 21:55:00,319
3504619352,DUS,MAN,2025-04-27 18:00:00,2025-04-27 19:35:00,321
3504619353,MAN,DUS,2025-04-27 20:20:00,2025-04-27 21:50:00,321
3504619354,DUS,EDI,2025-04-27 17:50:00,2025-04-27 19:35:00,320
3504619355,EDI,DUS,2025-04-27 20:20:00,2025-04-27 21:55:00,320
3504619356,DUS,DUB,2025-04-27 13:40:00,2025-04-27 15:30:00,320
3504619357,DUB,DUS,2025-04-27 16:10:00,2025-04-27 17:50:00,320
3504619358,DUS,NCE,2025-04-27 07:00:00,2025-04-27 08:50:00,320
3504619359,NCE,DUS,2025-04-27 09:30:00,2025-04-27 11:15:00,320
3504619360,DUS,NCE,2025-04-27 13:35:00,2025-04-27 15:25:00,319
3504619361,NCE,DUS,2025-04-27 16:05:00,2025-04-27 17:50:00,319
3504619362,DUS,BCN,2025-04-27 14:25:00,2025-04-27 16:35:00,320
3504619363,BCN,DUS,2025-04-27 17:15:00,2025-04-27 19:30:00,320
3504619364,DUS,BCN,2025-04-27 16:25:00,2025-04-27 18:35:00,320
3504619365,BCN,DUS,2025-04-27 19:20:00,2025-04-27 21:35:00,320
3504619366,DUS,LHR,2025-04-27 07:00:00,2025-04-27 08:25:00,319
3504619367,LHR,DUS,2025-04-27 09:05:00,2025-04-27 10:25:00,319
3504619368,DUS,LHR,2025-04-27 11:05:00,2025-04-27 12:30:00,319
3504619369,LHR,DUS,2025-04-27 13:10:00,2025-04-27 14:30:00,319
3504619370,DUS,LHR,2025-04-27 16:00:00,2025-04-27 17:25:00,319
3504619371,LHR,DUS,2025-04-27 18:35:00,2025-04-27 19:55:00,319
3504619372,DUS,LHR,2025-04-27 18:25:00,2025-04-27 19:50:00,321
3504619373,LHR,DUS,2025-04-27 20:35:00,2025-04-27 21:55:00,321
3504619374,DUS,IBZ,2025-04-27 13:25:00,2025-04-27 16:00:00,320
3504619375,IBZ,DUS,2025-04-27 16:45:00,2025-04-27 19:10:00,320
3504619376,DUS,MAH,2025-04-27 12:40:00,2025-04-27 15:00:00,320
