captain_id;Begin Date;Begin Time;End Date;End Time;Code
3;11.07.25 00:00;2200;12.07.25 00:00;2200;O_L
3;12.07.25 00:00;2200;13.07.25 00:00;2200;O_L
3;13.07.25 00:00;2200;14.07.25 00:00;2200;O_L
3;14.07.25 00:00;2200;15.07.25 00:00;2200;O_L
7;03.07.25 00:00;2200;04.07.25 00:00;2200;O_U
7;04.07.25 00:00;2200;05.07.25 00:00;2200;U
7;05.07.25 00:00;2200;06.07.25 00:00;2200;U
7;06.07.25 00:00;2200;07.07.25 00:00;2200;U
7;07.07.25 00:00;2200;08.07.25 00:00;2200;U
7;08.07.25 00:00;2200;09.07.25 00:00;2200;U
7;09.07.25 00:00;2200;10.07.25 00:00;2200;U
7;10.07.25 00:00;2200;11.07.25 00:00;2200;U
7;11.07.25 00:00;2200;12.07.25 00:00;2200;U
7;12.07.25 00:00;2200;13.07.25 00:00;2200;U
7;13.07.25 00:00;2200;14.07.25 00:00;2200;U
7;14.07.25 00:00;2200;15.07.25 00:00;2200;O_U
8;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
8;26.07.25 00:00;2200;27.07.25 00:00;2200;U
8;27.07.25 00:00;2200;28.07.25 00:00;2200;U
8;28.07.25 00:00;2200;29.07.25 00:00;2200;U
8;29.07.25 00:00;2200;30.07.25 00:00;2200;U
8;30.07.25 00:00;2200;31.07.25 00:00;2200;U
8;31.07.25 00:00;2200;01.08.25 00:00;2200;U
9;23.07.25 00:00;2200;24.07.25 00:00;2200;O_M
9;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
9;26.07.25 00:00;2200;27.07.25 00:00;2200;U
9;27.07.25 00:00;2200;28.07.25 00:00;2200;U
9;28.07.25 00:00;2200;29.07.25 00:00;2200;U
9;29.07.25 00:00;2200;30.07.25 00:00;2200;U
9;30.07.25 00:00;2200;31.07.25 00:00;2200;U
9;31.07.25 00:00;2200;01.08.25 00:00;2200;U
11;29.07.25 00:00;2200;30.07.25 00:00;2200;O_TZ
11;30.07.25 00:00;2200;31.07.25 00:00;2200;O_TZ
12;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
12;26.07.25 00:00;2200;27.07.25 00:00;2200;U
12;27.07.25 00:00;2200;28.07.25 00:00;2200;U
12;28.07.25 00:00;2200;29.07.25 00:00;2200;U
12;29.07.25 00:00;2200;30.07.25 00:00;2200;U
12;30.07.25 00:00;2200;31.07.25 00:00;2200;U
12;31.07.25 00:00;2200;01.08.25 00:00;2200;U
14;30.06.25 00:00;2200;01.07.25 00:00;2200;U
14;01.07.25 00:00;2200;02.07.25 00:00;2200;U
14;02.07.25 00:00;2200;03.07.25 00:00;2200;U
14;03.07.25 00:00;2200;04.07.25 00:00;2200;U
14;04.07.25 00:00;2200;05.07.25 00:00;2200;U
14;05.07.25 00:00;2200;06.07.25 00:00;2200;O_U
14;24.07.25 00:00;2200;25.07.25 00:00;2200;O_M
14;25.07.25 00:00;2200;26.07.25 00:00;2200;O_M
14;26.07.25 00:00;2200;27.07.25 00:00;2200;O_M
14;27.07.25 00:00;2200;28.07.25 00:00;2200;O_M
15;04.07.25 00:00;2200;05.07.25 00:00;2200;O_L
15;05.07.25 00:00;2200;06.07.25 00:00;2200;O_L
16;27.07.25 00:00;2200;28.07.25 00:00;2200;O_M
16;28.07.25 00:00;2200;29.07.25 00:00;2200;O_M
16;29.07.25 00:00;2200;30.07.25 00:00;2200;O_TZ
16;30.07.25 00:00;2200;31.07.25 00:00;2200;O_TZ
19;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
19;26.07.25 00:00;2200;27.07.25 00:00;2200;U
19;27.07.25 00:00;2200;28.07.25 00:00;2200;U
19;28.07.25 00:00;2200;29.07.25 00:00;2200;U
19;29.07.25 00:00;2200;30.07.25 00:00;2200;U
19;30.07.25 00:00;2200;31.07.25 00:00;2200;U
19;31.07.25 00:00;2200;01.08.25 00:00;2200;U
20;04.07.25 00:00;2200;05.07.25 00:00;2200;O_M
20;11.07.25 00:00;2200;12.07.25 00:00;2200;O_M
20;18.07.25 00:00;2200;19.07.25 00:00;2200;O_M
22;13.07.25 00:00;2200;14.07.25 00:00;2200;O_M
23;13.07.25 00:00;2200;14.07.25 00:00;2200;O_M
23;14.07.25 00:00;2200;15.07.25 00:00;2200;O_M
24;03.07.25 00:00;2200;04.07.25 00:00;2200;O_M
24;06.07.25 00:00;2200;07.07.25 00:00;2200;O_M
24;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
24;26.07.25 00:00;2200;27.07.25 00:00;2200;U
24;27.07.25 00:00;2200;28.07.25 00:00;2200;U
24;28.07.25 00:00;2200;29.07.25 00:00;2200;U
24;29.07.25 00:00;2200;30.07.25 00:00;2200;U
24;30.07.25 00:00;2200;31.07.25 00:00;2200;U
24;31.07.25 00:00;2200;01.08.25 00:00;2200;U
26;02.07.25 00:00;2200;03.07.25 00:00;2200;O_M
26;25.07.25 00:00;2200;26.07.25 00:00;2200;O_L
26;26.07.25 00:00;2200;27.07.25 00:00;2200;O_L
33;04.07.25 00:00;2200;05.07.25 00:00;2200;O_U
33;05.07.25 00:00;2200;06.07.25 00:00;2200;U
33;06.07.25 00:00;2200;07.07.25 00:00;2200;U
33;07.07.25 00:00;2200;08.07.25 00:00;2200;U
33;08.07.25 00:00;2200;09.07.25 00:00;2200;U
33;09.07.25 00:00;2200;10.07.25 00:00;2200;U
33;10.07.25 00:00;2200;11.07.25 00:00;2200;U
33;11.07.25 00:00;2200;12.07.25 00:00;2200;U
33;12.07.25 00:00;2200;13.07.25 00:00;2200;U
33;13.07.25 00:00;2200;14.07.25 00:00;2200;U
33;14.07.25 00:00;2200;15.07.25 00:00;2200;U
33;15.07.25 00:00;2200;16.07.25 00:00;2200;U
33;16.07.25 00:00;2200;17.07.25 00:00;2200;U
33;17.07.25 00:00;2200;18.07.25 00:00;2200;U
33;18.07.25 00:00;2200;19.07.25 00:00;2200;U
33;19.07.25 00:00;2200;20.07.25 00:00;2200;O_U
35;30.06.25 00:00;2200;01.07.25 00:00;2200;O_M
35;01.07.25 00:00;2200;02.07.25 00:00;2200;O_M
35;02.07.25 00:00;2200;03.07.25 00:00;2200;O_M
35;03.07.25 00:00;2200;04.07.25 00:00;2200;O_M
35;04.07.25 00:00;2200;05.07.25 00:00;2200;O_L
35;05.07.25 00:00;2200;06.07.25 00:00;2200;O_L
36;30.06.25 00:00;2200;01.07.25 00:00;2200;U
36;01.07.25 00:00;2200;02.07.25 00:00;2200;U
36;02.07.25 00:00;2200;03.07.25 00:00;2200;U
36;03.07.25 00:00;2200;04.07.25 00:00;2200;U
36;04.07.25 00:00;2200;05.07.25 00:00;2200;U
36;05.07.25 00:00;2200;06.07.25 00:00;2200;O_U
36;06.07.25 00:00;2200;07.07.25 00:00;2200;O_M
36;07.07.25 00:00;2200;08.07.25 00:00;2200;O_M
36;08.07.25 00:00;2200;09.07.25 00:00;2200;O_M
37;12.07.25 00:00;2200;13.07.25 00:00;2200;O_M
37;29.07.25 00:00;2200;30.07.25 00:00;2200;O_M
37;30.07.25 00:00;2200;31.07.25 00:00;2200;O_M
37;31.07.25 00:00;2200;01.08.25 00:00;2200;O_L
38;04.07.25 00:00;2200;05.07.25 00:00;2200;O_M
38;11.07.25 00:00;2200;12.07.25 00:00;2200;U
38;18.07.25 00:00;2200;19.07.25 00:00;2200;O_M
38;25.07.25 00:00;2200;26.07.25 00:00;2200;O_M
39;03.07.25 00:00;2200;04.07.25 00:00;2200;O_L
39;04.07.25 00:00;2200;05.07.25 00:00;2200;O_L
39;05.07.25 00:00;2200;06.07.25 00:00;2200;O_L
39;24.07.25 00:00;2200;25.07.25 00:00;2200;O_M
39;25.07.25 00:00;2200;26.07.25 00:00;2200;O_M
40;26.07.25 00:00;2200;27.07.25 00:00;2200;O_U
40;27.07.25 00:00;2200;28.07.25 00:00;2200;U
40;28.07.25 00:00;2200;29.07.25 00:00;2200;U
40;29.07.25 00:00;2200;30.07.25 00:00;2200;U
40;30.07.25 00:00;2200;31.07.25 00:00;2200;U
40;31.07.25 00:00;2200;01.08.25 00:00;2200;U
41;04.07.25 00:00;2200;05.07.25 00:00;2200;O_M
41;11.07.25 00:00;2200;12.07.25 00:00;2200;O_M
41;18.07.25 00:00;2200;19.07.25 00:00;2200;O_M
41;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
41;26.07.25 00:00;2200;27.07.25 00:00;2200;U
41;27.07.25 00:00;2200;28.07.25 00:00;2200;U
41;28.07.25 00:00;2200;29.07.25 00:00;2200;U
41;29.07.25 00:00;2200;30.07.25 00:00;2200;U
41;30.07.25 00:00;2200;31.07.25 00:00;2200;U
41;31.07.25 00:00;2200;01.08.25 00:00;2200;U
42;19.07.25 00:00;2200;20.07.25 00:00;2200;O_M
42;20.07.25 00:00;2200;21.07.25 00:00;2200;O_M
42;21.07.25 00:00;2200;22.07.25 00:00;2200;O_M
43;30.06.25 00:00;2200;01.07.25 00:00;2200;O_M
43;01.07.25 00:00;2200;02.07.25 00:00;2200;O_M
43;02.07.25 00:00;2200;03.07.25 00:00;2200;O_M
45;02.07.25 00:00;2200;03.07.25 00:00;2200;O_M
45;31.07.25 00:00;2200;01.08.25 00:00;2200;O_U
46;30.06.25 00:00;2200;01.07.25 00:00;2200;U
46;01.07.25 00:00;2200;02.07.25 00:00;2200;U
46;02.07.25 00:00;2200;03.07.25 00:00;2200;U
46;03.07.25 00:00;2200;04.07.25 00:00;2200;U
46;04.07.25 00:00;2200;05.07.25 00:00;2200;U
46;05.07.25 00:00;2200;06.07.25 00:00;2200;O_U
46;22.07.25 00:00;2200;23.07.25 00:00;2200;O_M
46;23.07.25 00:00;2200;24.07.25 00:00;2200;O_M
46;24.07.25 00:00;2200;25.07.25 00:00;2200;O_M
46;25.07.25 00:00;2200;26.07.25 00:00;2200;O_U
46;26.07.25 00:00;2200;27.07.25 00:00;2200;U
46;27.07.25 00:00;2200;28.07.25 00:00;2200;U
46;28.07.25 00:00;2200;29.07.25 00:00;2200;U
46;29.07.25 00:00;2200;30.07.25 00:00;2200;U
46;30.07.25 00:00;2200;31.07.25 00:00;2200;U
46;31.07.25 00:00;2200;01.08.25 00:00;2200;U
47;31.07.25 00:00;2200;01.08.25 00:00;2200;U
48;02.07.25 00:00;2200;03.07.25 00:00;2200;U
48;03.07.25 00:00;2200;04.07.25 00:00;2200;U
48;04.07.25 00:00;2200;05.07.25 00:00;2200;U
48;05.07.25 00:00;2200;06.07.25 00:00;2200;U
48;17.07.25 00:00;2200;18.07.25 00:00;2200;O_U
48;18.07.25 00:00;2200;19.07.25 00:00;2200;U
48;19.07.25 00:00;2200;20.07.25 00:00;2200;U
48;20.07.25 00:00;2200;21.07.25 00:00;2200;U
48;21.07.25 00:00;2200;22.07.25 00:00;2200;U
48;22.07.25 00:00;2200;23.07.25 00:00;2200;U
48;23.07.25 00:00;2200;24.07.25 00:00;2200;U
48;24.07.25 00:00;2200;25.07.25 00:00;2200;U
48;25.07.25 00:00;2200;26.07.25 00:00;2200;U
48;26.07.25 00:00;2200;27.07.25 00:00;2200;U
48;27.07.25 00:00;2200;28.07.25 00:00;2200;U
48;28.07.25 00:00;2200;29.07.25 00:00;2200;O_U
49;05.07.25 00:00;2200;06.07.25 00:00;2200;O_L
49;06.07.25 00:00;2200;07.07.25 00:00;2200;O_L
49;11.07.25 00:00;2200;12.07.25 00:00;2200;O_L
49;12.07.25 00:00;2200;13.07.25 00:00;2200;O_L
49;20.07.25 00:00;2200;21.07.25 00:00;2200;O_M
50;04.07.25 00:00;2200;05.07.25 00:00;2200;O_M
50;05.07.25 00:00;2200;06.07.25 00:00;2200;O_M
50;06.07.25 00:00;2200;07.07.25 00:00;2200;O_M
50;07.07.25 00:00;2200;08.07.25 00:00;2200;O_M
50;25.07.25 00:00;2200;26.07.25 00:00;2200;O_TZ
50;26.07.25 00:00;2200;27.07.25 00:00;2200;O_TZ
57;30.06.25 00:00;2200;01.07.25 00:00;2200;O_M
57;01.07.25 00:00;2200;02.07.25 00:00;2200;O_M
58;14.07.25 00:00;2200;15.07.25 00:00;2200;O_M
58;15.07.25 00:00;2200;16.07.25 00:00;2200;O_M
58;16.07.25 00:00;2200;17.07.25 00:00;2200;O_M
58;17.07.25 00:00;2200;18.07.25 00:00;2200;O_M
61;31.07.25 00:00;2200;01.08.25 00:00;2200;O_L
63;13.07.25 00:00;2200;14.07.25 00:00;2200;O_M
63;14.07.25 00:00;2200;15.07.25 00:00;2200;O_M
64;24.07.25 00:00;2200;25.07.25 00:00;2200;O_M
65;07.07.25 00:00;2200;08.07.25 00:00;2200;O_L
65;08.07.25 00:00;2200;09.07.25 00:00;2200;O_M
65;11.07.25 00:00;2200;12.07.25 00:00;2200;O_U
65;12.07.25 00:00;2200;13.07.25 00:00;2200;U
65;13.07.25 00:00;2200;14.07.25 00:00;2200;U
65;14.07.25 00:00;2200;15.07.25 00:00;2200;U
65;15.07.25 00:00;2200;16.07.25 00:00;2200;U
65;16.07.25 00:00;2200;17.07.25 00:00;2200;U
65;17.07.25 00:00;2200;18.07.25 00:00;2200;U
65;18.07.25 00:00;2200;19.07.25 00:00;2200;U
65;19.07.25 00:00;2200;20.07.25 00:00;2200;U
65;20.07.25 00:00;2200;21.07.25 00:00;2200;U
65;21.07.25 00:00;2200;22.07.25 00:00;2200;U
65;22.07.25 00:00;2200;23.07.25 00:00;2200;U
65;23.07.25 00:00;2200;24.07.25 00:00;2200;U
65;24.07.25 00:00;2200;25.07.25 00:00;2200;U
65;25.07.25 00:00;2200;26.07.25 00:00;2200;U
65;26.07.25 00:00;2200;27.07.25 00:00;2200;O_U
66;10.07.25 00:00;2200;11.07.25 00:00;2200;O_L
66;11.07.25 00:00;2200;12.07.25 00:00;2200;O_L
66;12.07.25 00:00;2200;13.07.25 00:00;2200;O_L
66;13.07.25 00:00;2200;14.07.25 00:00;2200;O_L
66;18.07.25 00:00;2200;19.07.25 00:00;2200;O_M
67;15.07.25 00:00;2200;16.07.25 00:00;2200;O_M
67;16.07.25 00:00;2200;17.07.25 00:00;2200;O_M
67;17.07.25 00:00;2200;18.07.25 00:00;2200;O_M
68;30.06.25 00:00;2200;01.07.25 00:00;2200;U
68;01.07.25 00:00;2200;02.07.25 00:00;2200;U
68;02.07.25 00:00;2200;03.07.25 00:00;2200;U
68;03.07.25 00:00;2200;04.07.25 00:00;2200;U
68;04.07.25 00:00;2200;05.07.25 00:00;2200;U
68;05.07.25 00:00;2200;06.07.25 00:00;2200;O_U
68;06.07.25 00:00;2200;07.07.25 00:00;2200;O_L
68;07.07.25 00:00;2200;08.07.25 00:00;2200;O_L
68;08.07.25 00:00;2200;09.07.25 00:00;2200;O_L
68;09.07.25 00:00;2200;10.07.25 00:00;2200;O_L
69;11.07.25 00:00;2200;12.07.25 00:00;2200;O_L
69;12.07.25 00:00;2200;13.07.25 00:00;2200;O_L
69;18.07.25 00:00;2200;19.07.25 00:00;2200;SU
69;19.07.25 00:00;2200;20.07.25 00:00;2200;SU
70;04.07.25 00:00;2200;05.07.25 00:00;2200;O_TZ
