pairing_id,covered_legs,total_cost,duty_itineraries
duty_seed_581,[3504618869],290.0,['VRN ➔ CGN']
duty_seed_582,[3504619346],290.0,['GOT ➔ DUS']
duty_seed_584,[3504619004],290.0,['SPU ➔ STR']
duty_seed_585,[3504619213],290.0,['HAM ➔ CDG']
duty_seed_586,[3504618861],290.0,['CGN ➔ MXP']
duty_seed_588,[3504619214],290.0,['CDG ➔ HAM']
duty_seed_590,[3504638500],290.0,['HAM ➔ CDG']
duty_seed_591,"[3504638810, 3504638811]",290.0,['DUS ➔ BUD ➔ DUS']
duty_seed_592,[3504638710],290.0,['DUS ➔ LYS']
duty_seed_593,[3504638508],290.0,['CDG ➔ HAM']
duty_seed_597,[3504638686],290.0,['GOT ➔ DUS']
duty_seed_598,[3504638698],290.0,['DUS ➔ NCL']
duty_seed_599,[3504638499],290.0,['ARN ➔ HAM']
duty_seed_600,[3504638817],290.0,['BGY ➔ DUS']
duty_seed_601,[3504638699],290.0,['NCL ➔ DUS']
duty_seed_602,[3504638824],290.0,['DUS ➔ MXP']
duty_seed_606,[3504638687],290.0,['DUS ➔ GOT']
duty_seed_607,[3504638510],290.0,['HAM ➔ CDG']
duty_seed_608,[3504638688],290.0,['GOT ➔ DUS']
duty_seed_609,[3504638549],290.0,['VIE ➔ HAM']
duty_seed_611,[3504638513],290.0,['CDG ➔ HAM']
duty_seed_614,[3504638301],290.0,['SPU ➔ STR']
duty_seed_615,[3504658141],290.0,['DUS ➔ GOT']
duty_seed_618,[3504658142],290.0,['GOT ➔ DUS']
duty_seed_619,[3504657976],290.0,['ARN ➔ HAM']
duty_seed_620,[3504658261],290.0,['DUS ➔ MXP']
duty_seed_622,[3504657985],290.0,['HAM ➔ CDG']
duty_seed_623,[3504658064],290.0,['VIE ➔ HAM']
duty_seed_624,[3504657996],290.0,['CDG ➔ HAM']
duty_seed_626,[3504657778],290.0,['BUD ➔ STR']
duty_seed_629,[3504676307],290.0,['CGN ➔ VRN']
duty_seed_630,[3504676309],290.0,['VRN ➔ CGN']
duty_seed_631,"[3504676198, 3504676199]",290.0,['CGN ➔ EDI ➔ CGN']
duty_seed_632,[3504676951],290.0,['BGY ➔ DUS']
duty_seed_635,[3504676958],290.0,['DUS ➔ MXP']
duty_seed_637,[3504676841],290.0,['MAN ➔ DUS']
duty_seed_638,[3504676826],290.0,['DUS ➔ GOT']
duty_seed_639,[3504676848],290.0,['DUS ➔ LYS']
duty_seed_640,[3504676687],290.0,['HAM ➔ CDG']
duty_seed_641,[3504676290],290.0,['CGN ➔ MXP']
duty_seed_644,[3504676827],290.0,['GOT ➔ DUS']
duty_seed_645,[3504676689],290.0,['CDG ➔ HAM']
duty_seed_649,[3505309512],290.0,['HAM ➔ CDG']
duty_seed_650,[3505309614],290.0,['DUS ➔ GOT']
duty_seed_651,[3505309313],290.0,['VCE ➔ CGN']
duty_seed_652,[3505309513],290.0,['CDG ➔ HAM']
duty_seed_653,[3505309615],290.0,['GOT ➔ DUS']
duty_seed_656,[3505309312],290.0,['CGN ➔ VCE']
duty_seed_657,[3505309738],290.0,['BGY ➔ DUS']
duty_seed_658,[3505309745],290.0,['DUS ➔ MXP']
duty_seed_660,[3505309626],290.0,['MAN ➔ DUS']
duty_seed_661,[3505309509],290.0,['ARN ➔ HAM']
duty_seed_662,[3505309395],290.0,['BUD ➔ STR']
duty_seed_665,"[3505309953, 3505309954]",290.0,['CGN ➔ EDI ➔ CGN']
duty_seed_666,[3505310328],290.0,['DUS ➔ NCL']
duty_seed_667,[3505310441],290.0,['DUS ➔ MXP']
duty_seed_668,[3505309951],290.0,['CGN ➔ KLU']
duty_seed_669,[3505310329],290.0,['NCL ➔ DUS']
duty_seed_671,[3505310333],290.0,['MAN ➔ DUS']
duty_seed_673,[3505310216],290.0,['ARN ➔ HAM']
duty_seed_674,[3505310217],290.0,['HAM ➔ CDG']
duty_seed_675,[3505310008],290.0,['CGN ➔ BLQ']
duty_seed_676,[3505310218],290.0,['CDG ➔ HAM']
duty_seed_682,"[3505310338, 3505310339]",292.5,['DUS ➔ NCE ➔ DUS']
duty_seed_683,[3504619466],295.0,['DUS ➔ BGY']
duty_seed_684,[3504618860],295.0,['VCE ➔ CGN']
duty_seed_685,[3504619453],295.0,['VIE ➔ DUS']
duty_seed_690,[3504619469],295.0,['VCE ➔ DUS']
duty_seed_692,[3504619220],295.0,['LHR ➔ HAM']
duty_seed_693,[3504618839],295.0,['VIE ➔ CGN']
duty_seed_694,[3504619130],295.0,['BER ➔ ARN']
duty_seed_697,[3504638792],295.0,['DUS ➔ VIE']
duty_seed_700,[3504638793],295.0,['VIE ➔ DUS']
duty_seed_701,[3504638517],295.0,['LHR ➔ HAM']
duty_seed_702,[3504638702],295.0,['DUS ➔ MAN']
duty_seed_703,[3504638795],295.0,['VIE ➔ DUS']
duty_seed_708,[3504638825],295.0,['MXP ➔ DUS']
duty_seed_710,[3504638298],295.0,['STR ➔ SPU']
duty_seed_714,[3504638521],295.0,['LHR ➔ HAM']
duty_seed_715,[3504638144],295.0,['VIE ➔ CGN']
duty_seed_717,[3504658235],295.0,['DUS ➔ VIE']
duty_seed_718,[3504658282],295.0,['DUS ➔ LJU']
duty_seed_721,[3504658236],295.0,['VIE ➔ DUS']
duty_seed_723,[3504658255],295.0,['DUS ➔ VCE']
duty_seed_724,[3504658157],295.0,['DUS ➔ NQY']
duty_seed_725,[3504658256],295.0,['VCE ➔ DUS']
duty_seed_726,[3504658158],295.0,['NQY ➔ DUS']
duty_seed_727,[3504658160],295.0,['EDI ➔ DUS']
duty_seed_728,[3504658238],295.0,['VIE ➔ DUS']
duty_seed_731,[3504658262],295.0,['MXP ➔ DUS']
duty_seed_737,[3504658032],295.0,['LHR ➔ HAM']
duty_seed_739,[3504676952],295.0,['DUS ➔ VCE']
duty_seed_740,[3504676929],295.0,['DUS ➔ VIE']
duty_seed_743,[3504676931],295.0,['VIE ➔ DUS']
duty_seed_744,[3504676953],295.0,['VCE ➔ DUS']
duty_seed_745,[3504676708],295.0,['LHR ➔ HAM']
duty_seed_746,[3504676840],295.0,['DUS ➔ MAN']
duty_seed_747,[3504676932],295.0,['VIE ➔ DUS']
duty_seed_750,[3504676845],295.0,['EDI ➔ DUS']
duty_seed_751,[3504676959],295.0,['MXP ➔ DUS']
duty_seed_752,[3504676934],295.0,['VIE ➔ DUS']
duty_seed_753,[3504676257],295.0,['VIE ➔ CGN']
duty_seed_758,[3505309717],295.0,['DUS ➔ VIE']
duty_seed_761,[3505309718],295.0,['VIE ➔ DUS']
duty_seed_762,[3505309630],295.0,['EDI ➔ DUS']
duty_seed_764,[3505309517],295.0,['LHR ➔ HAM']
duty_seed_766,[3505309737],295.0,['DUS ➔ BGY']
duty_seed_767,[3505309715],295.0,['DUS ➔ GDN']
duty_seed_768,[3505309625],295.0,['DUS ➔ MAN']
duty_seed_769,[3505309720],295.0,['VIE ➔ DUS']
duty_seed_771,[3505309307],295.0,['VIE ➔ CGN']
duty_seed_772,[3505309628],295.0,['EDI ➔ DUS']
duty_seed_773,[3505309746],295.0,['MXP ➔ DUS']
duty_seed_774,[3505309721],295.0,['DUS ➔ VIE']
duty_seed_775,[3505309739],295.0,['DUS ➔ VCE']
duty_seed_776,[3505309762],295.0,['DUS ➔ LJU']
duty_seed_778,[3505309740],295.0,['VCE ➔ DUS']
duty_seed_780,[3505309508],295.0,['HAM ➔ ARN']
duty_seed_781,[3505309521],295.0,['LHR ➔ HAM']
duty_seed_782,[3505310100],295.0,['STR ➔ SPU']
duty_seed_783,[3505310416],295.0,['DUS ➔ VIE']
duty_seed_785,[3505310417],295.0,['VIE ➔ DUS']
duty_seed_786,[3505310222],295.0,['LHR ➔ HAM']
duty_seed_788,[3505310332],295.0,['DUS ➔ MAN']
duty_seed_789,[3505310335],295.0,['EDI ➔ DUS']
duty_seed_790,[3505310419],295.0,['VIE ➔ DUS']
duty_seed_794,[3505310442],295.0,['MXP ➔ DUS']
duty_seed_795,[3505310420],295.0,['DUS ➔ VIE']
duty_seed_800,[3505310215],295.0,['HAM ➔ ARN']
duty_seed_801,[3505310872],295.0,['STR ➔ SPU']
duty_seed_802,[3505311204],295.0,['DUS ➔ LJU']
duty_seed_803,[3505311168],295.0,['DUS ➔ GDN']
duty_seed_804,[3505311170],295.0,['DUS ➔ VIE']
duty_seed_805,[3505311176],295.0,['DUS ➔ VCE']
duty_seed_807,[3505311171],295.0,['VIE ➔ DUS']
duty_seed_809,[3505311177],295.0,['VCE ➔ DUS']
duty_seed_810,[3505310988],295.0,['LHR ➔ HAM']
duty_seed_811,[3505311078],295.0,['DUS ➔ NQY']
duty_seed_812,[3505311079],295.0,['NQY ➔ DUS']
duty_seed_813,[3505310981],295.0,['HAM ➔ ARN']
duty_seed_815,[3505311081],295.0,['EDI ➔ DUS']
duty_seed_816,[3504638816],295.0,['DUS ➔ BGY (Layover Line)']
duty_seed_817,[3504619357],300.0,['DUB ➔ DUS']
duty_seed_818,[3504619105],300.0,['GRZ ➔ HAM']
duty_seed_819,[3504619478],300.0,['DUS ➔ BLQ']
duty_seed_822,[3504619479],300.0,['BLQ ➔ DUS']
duty_seed_823,[3504619285],300.0,['MAN ➔ HAJ']
duty_seed_825,[3504638359],300.0,['GRZ ➔ HAM']
duty_seed_826,[3504638557],300.0,['MAN ➔ HAM']
duty_seed_827,[3504638828],300.0,['DUS ➔ BLQ']
duty_seed_828,[3504638165],300.0,['CGN ➔ ZAG']
duty_seed_829,[3504638829],300.0,['BLQ ➔ DUS']
duty_seed_830,[3504638715],300.0,['MRS ➔ DUS']
duty_seed_837,[3504658283],300.0,['LJU ➔ DUS']
duty_seed_838,[3504658162],300.0,['DUB ➔ DUS']
duty_seed_840,[3504658267],300.0,['DUS ➔ BLQ']
duty_seed_841,[3504658268],300.0,['BLQ ➔ DUS']
duty_seed_843,[3504676847],300.0,['DUB ➔ DUS']
duty_seed_844,[3504676329],300.0,['CGN ➔ ZAG']
duty_seed_846,[3504676331],300.0,['ZAG ➔ CGN']
duty_seed_847,[3504676543],300.0,['GRZ ➔ HAM']
duty_seed_848,[3504676963],300.0,['BLQ ➔ DUS']
duty_seed_851,[3505309326],300.0,['CGN ➔ PSA']
duty_seed_852,[3505309327],300.0,['PSA ➔ CGN']
duty_seed_853,[3505309263],300.0,['NCE ➔ CGN']
duty_seed_854,"[3505309608, 3505309611]",300.0,['DUS ➔ MUC ➔ DUS']
duty_seed_855,[3505309716],300.0,['GDN ➔ DUS']
duty_seed_856,[3505309632],300.0,['DUB ➔ DUS']
duty_seed_857,[3505309749],300.0,['DUS ➔ BLQ']
duty_seed_858,[3505309310],300.0,['CGN ➔ BUD']
duty_seed_859,[3505309764],300.0,['LJU ➔ DUS']
duty_seed_860,[3505309750],300.0,['BLQ ➔ DUS']
duty_seed_863,"[3505310427, 3505310428]",300.0,['DUS ➔ PRG ➔ DUS']
duty_seed_864,[3505310092],300.0,['STR ➔ OLB']
duty_seed_865,[3505310270],300.0,['VRN ➔ HAM']
duty_seed_866,[3505310337],300.0,['DUB ➔ DUS']
duty_seed_867,[3505310341],300.0,['MRS ➔ DUS']
duty_seed_869,[3505310098],300.0,['STR ➔ FCO']
duty_seed_870,[3505310021],300.0,['ZAG ➔ CGN']
duty_seed_872,[3505310262],300.0,['MAN ➔ HAM']
duty_seed_873,[3505310444],300.0,['BLQ ➔ DUS']
duty_seed_874,[3505310111],300.0,['BGY ➔ HAJ']
duty_seed_876,[3505311205],300.0,['LJU ➔ DUS']
duty_seed_877,[3505311169],300.0,['GDN ➔ DUS']
duty_seed_881,"[3504638197, 3504638198]",302.5,['STR ➔ BCN ➔ STR']
duty_seed_882,"[3504657679, 3504657680]",302.5,['STR ➔ BCN ➔ STR']
duty_seed_883,"[3504676359, 3504676360]",302.5,['STR ➔ BCN ➔ STR']
duty_seed_884,"[3505309966, 3505309967]",302.5,['CGN ➔ SJJ ➔ CGN']
duty_seed_885,"[3504618810, 3504618811]",305.0,['CGN ➔ SJJ ➔ CGN']
duty_seed_886,[3504619476],305.0,['DUS ➔ FLR']
duty_seed_887,[3504619450],305.0,['DUS ➔ KRK']
duty_seed_888,[3504619359],305.0,['NCE ➔ DUS']
duty_seed_889,[3504619451],305.0,['KRK ➔ DUS']
duty_seed_890,[3504619361],305.0,['NCE ➔ DUS']
duty_seed_891,[3504619284],305.0,['HAM ➔ MAN']
duty_seed_893,[3504618890],305.0,['CGN ➔ SPU']
duty_seed_897,"[3504638346, 3504638347]",305.0,['DUS ➔ SZG ➔ DUS']
duty_seed_898,[3504638556],305.0,['HAM ➔ MAN']
duty_seed_902,[3504638714],305.0,['DUS ➔ MRS']
duty_seed_905,[3504638788],305.0,['DUS ➔ KRK']
duty_seed_907,[3504638103],305.0,['CGN ➔ NCE']
duty_seed_908,[3504638706],305.0,['DUS ➔ EDI']
duty_seed_911,[3504658251],305.0,['DUS ➔ BUD']
duty_seed_914,[3504658233],305.0,['DUS ➔ KRK']
duty_seed_915,[3504658234],305.0,['KRK ➔ DUS']
duty_seed_916,[3504658116],305.0,['SPU ➔ BER']
duty_seed_918,[3504657650],305.0,['CGN ➔ SPU']
duty_seed_919,"[3504676209, 3504676210]",305.0,['CGN ➔ SJJ ➔ CGN']
duty_seed_921,[3504676924],305.0,['DUS ➔ KRK']
duty_seed_922,[3504676273],305.0,['CGN ➔ BUD']
duty_seed_923,[3504676844],305.0,['DUS ➔ EDI']
duty_seed_924,[3504676926],305.0,['KRK ➔ DUS']
duty_seed_927,[3504676851],305.0,['NCE ➔ DUS']
duty_seed_929,"[3505309271, 3505309270]",305.0,['CGN ➔ SJJ ➔ CGN']
duty_seed_930,[3505309732],305.0,['DUS ➔ BUD']
duty_seed_931,[3505309747],305.0,['DUS ➔ FLR']
duty_seed_932,[3505309262],305.0,['CGN ➔ NCE']
duty_seed_933,[3505309713],305.0,['DUS ➔ KRK']
duty_seed_934,[3505309627],305.0,['DUS ➔ EDI']
duty_seed_935,[3505309636],305.0,['NCE ➔ DUS']
duty_seed_937,[3505309714],305.0,['KRK ➔ DUS']
duty_seed_940,[3505309403],305.0,['BRI ➔ STR']
duty_seed_941,[3505309260],305.0,['EDI ➔ CGN']
duty_seed_942,[3505310018],305.0,['CGN ➔ SPU']
duty_seed_944,[3505310269],305.0,['HAM ➔ VRN']
duty_seed_945,[3505310340],305.0,['DUS ➔ MRS']
duty_seed_946,[3505310264],305.0,['VCE ➔ HAM']
duty_seed_947,[3505310413],305.0,['KRK ➔ DUS']
duty_seed_949,[3505310431],305.0,['DUS ➔ BUD']
duty_seed_951,[3505311182],305.0,['DUS ➔ FLR']
duty_seed_955,[3505311085],305.0,['NCE ➔ DUS']
duty_seed_957,"[3504638111, 3504638112]",307.5,['CGN ➔ SJJ ➔ CGN']
duty_seed_958,"[3504638682, 3504638681]",307.5,['ARN ➔ DUS ➔ ARN']
duty_seed_960,"[3504658138, 3504658137]",307.5,['ARN ➔ DUS ➔ ARN']
duty_seed_961,[3504619358],310.0,['DUS ➔ NCE']
duty_seed_962,[3504619477],310.0,['FLR ➔ DUS']
duty_seed_963,[3504619360],310.0,['DUS ➔ NCE']
duty_seed_964,[3504619356],310.0,['DUS ➔ DUB']
duty_seed_966,[3504619288],310.0,['HAM ➔ VCE']
duty_seed_967,[3504619463],310.0,['BUD ➔ DUS']
duty_seed_968,[3504618856],310.0,['BUD ➔ CGN']
duty_seed_969,[3504619109],310.0,['HAM ➔ GRZ']
duty_seed_970,[3504618897],310.0,['SPU ➔ CGN']
duty_seed_971,[3504638562],310.0,['HAM ➔ MXP']
duty_seed_972,[3504638152],310.0,['BUD ➔ CGN']
duty_seed_974,[3504638708],310.0,['DUS ➔ DUB']
duty_seed_976,[3504638813],310.0,['BUD ➔ DUS']
duty_seed_977,[3504638289],310.0,['NAP ➔ STR']
duty_seed_980,[3504658161],310.0,['DUS ➔ DUB']
duty_seed_983,[3504676946],310.0,['BUD ➔ DUS']
duty_seed_984,[3504676846],310.0,['DUS ➔ DUB']
duty_seed_985,[3504676281],310.0,['BUD ➔ CGN']
duty_seed_987,[3504676544],310.0,['HAM ➔ GRZ']
duty_seed_988,[3504676949],310.0,['BUD ➔ DUS']
duty_seed_989,[3504676352],310.0,['MAN ➔ STR']
duty_seed_990,[3505309629],310.0,['DUS ➔ EDI']
duty_seed_991,[3505309731],310.0,['BUD ➔ DUS']
duty_seed_992,[3505309748],310.0,['FLR ➔ DUS']
duty_seed_994,[3505309633],310.0,['DUS ➔ NCE']
duty_seed_995,[3505309631],310.0,['DUS ➔ DUB']
duty_seed_999,[3505309259],310.0,['CGN ➔ EDI']
duty_seed_1000,[3505309734],310.0,['BUD ➔ DUS']
duty_seed_1002,[3505310336],310.0,['DUS ➔ DUB']
duty_seed_1003,[3505310019],310.0,['SPU ➔ CGN']
duty_seed_1005,[3505310414],310.0,['DUS ➔ WAW']
duty_seed_1006,[3505310048],310.0,['STR ➔ BCN']
duty_seed_1007,[3505310415],310.0,['WAW ➔ DUS']
duty_seed_1008,[3505310432],310.0,['BUD ➔ DUS']
duty_seed_1010,[3505310816],310.0,['STR ➔ BCN']
duty_seed_1011,[3505311183],310.0,['FLR ➔ DUS']
duty_seed_1012,[3505310723],310.0,['CGN ➔ BIA']
duty_seed_1014,[3505311084],310.0,['DUS ➔ NCE']
duty_seed_1016,"[3504619296, 3504619297]",312.5,['HAM ➔ SPU ➔ HAM']
duty_seed_1017,"[3504638679, 3504638682]",312.5,['DUS ➔ ARN ➔ DUS']
duty_seed_1018,"[3504638159, 3504638160]",312.5,['CGN ➔ OLB ➔ CGN']
duty_seed_1019,"[3504657703, 3504657704]",312.5,['STR ➔ PMI ➔ STR']
duty_seed_1020,"[3504676326, 3504676328]",312.5,['CGN ➔ FCO ➔ CGN']
duty_seed_1021,"[3505309635, 3505309634]",312.5,['DUS ➔ NCE ➔ DUS']
duty_seed_1022,"[3505309372, 3505309371]",312.5,['STR ➔ PMI ➔ STR']
duty_seed_1023,"[3505309392, 3505309393]",312.5,['STR ➔ DUB ➔ STR']
duty_seed_1024,"[3505310010, 3505310011]",312.5,['CGN ➔ OLB ➔ CGN']
duty_seed_1025,"[3505310014, 3505310015]",312.5,['CGN ➔ FCO ➔ CGN']
duty_seed_1026,"[3505310790, 3505310791]",312.5,['CGN ➔ FCO ➔ CGN']
duty_seed_1027,"[3505310830, 3505310831]",312.5,['STR ➔ PMI ➔ STR']
duty_seed_1028,"[3504618871, 3504618877]",315.0,['CGN ➔ OLB ➔ CGN']
duty_seed_1029,[3504619494],315.0,['SPU ➔ DUS']
duty_seed_1031,[3504619001],315.0,['STR ➔ TIA']
duty_seed_1032,[3504619343],315.0,['DUS ➔ ARN']
duty_seed_1033,[3504619002],315.0,['TIA ➔ STR']
duty_seed_1034,"[3504638176, 3504638461]",315.0,['HAM ➔ STR ➔ HAM']
duty_seed_1035,[3504638846],315.0,['SPU ➔ DUS']
duty_seed_1037,[3504638287],315.0,['STR ➔ NAP']
duty_seed_1040,[3504657785],315.0,['STR ➔ NAP']
duty_seed_1042,"[3504657644, 3504657645]",315.0,['CGN ➔ FCO ➔ CGN']
duty_seed_1044,[3504676437],315.0,['STR ➔ NAP']
duty_seed_1045,[3504676312],315.0,['OLB ➔ CGN']
duty_seed_1047,[3504676977],315.0,['SPU ➔ DUS']
duty_seed_1049,[3504676351],315.0,['STR ➔ MAN']
duty_seed_1051,[3504676824],315.0,['DUS ➔ ARN']
duty_seed_1052,[3505309765],315.0,['SPU ➔ DUS']
duty_seed_1053,[3505309612],315.0,['DUS ➔ ARN']
duty_seed_1054,"[3505309324, 3505309325]",315.0,['CGN ➔ FCO ➔ CGN']
duty_seed_1056,[3505310467],315.0,['DUS ➔ SPU']
duty_seed_1057,[3505310038],315.0,['STR ➔ MAN']
duty_seed_1061,[3505311209],315.0,['SPU ➔ DUS']
duty_seed_1063,[3505309421],315.0,['SPU ➔ DTM (Layover Line)']
duty_seed_1064,"[3504618970, 3504618969]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1065,"[3504618879, 3504618881]",317.5,['CGN ➔ FCO ➔ CGN']
duty_seed_1066,"[3504638211, 3504638212]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1067,"[3504638161, 3504638162]",317.5,['CGN ➔ FCO ➔ CGN']
duty_seed_1068,"[3504676701, 3504676704]",317.5,['HAM ➔ NCE ➔ HAM']
duty_seed_1069,"[3504676376, 3504676377]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1071,"[3505309514, 3505309515]",317.5,['HAM ➔ NCE ➔ HAM']
duty_seed_1073,"[3505309374, 3505309375]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1074,"[3505310362, 3505310363]",317.5,['DUS ➔ BIO ➔ DUS']
duty_seed_1075,"[3505310064, 3505310065]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1076,"[3505310067, 3505310066]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1077,"[3505310834, 3505310835]",317.5,['STR ➔ PMI ➔ STR']
duty_seed_1079,[3504619491],320.0,['DUS ➔ DBV']
duty_seed_1081,[3504619342],320.0,['ARN ➔ DUS']
duty_seed_1083,[3504619217],320.0,['NCE ➔ HAM']
duty_seed_1084,[3504618989],320.0,['STR ➔ DUB']
duty_seed_1085,[3504619379],320.0,['BIO ➔ DUS']
duty_seed_1086,[3504618990],320.0,['DUB ➔ STR']
duty_seed_1087,[3504618955],320.0,['BCN ➔ STR']
duty_seed_1089,[3504638680],320.0,['ARN ➔ DUS']
duty_seed_1091,[3504638163],320.0,['CGN ➔ FCO']
duty_seed_1093,[3504638164],320.0,['FCO ➔ CGN']
duty_seed_1096,"[3504638215, 3504638216]",320.0,['STR ➔ PMI ➔ STR']
duty_seed_1097,[3504638733],320.0,['BIO ➔ DUS']
duty_seed_1101,[3504658083],320.0,['HAM ➔ SPU']
duty_seed_1104,[3504658180],320.0,['BIO ➔ DUS']
duty_seed_1105,"[3504658121, 3504657978, 3504658232]",320.0,['DUS ➔ HAM ➔ SZG ➔ DUS']
duty_seed_1109,[3504676823],320.0,['ARN ➔ DUS']
duty_seed_1112,[3504676873],320.0,['BIO ➔ DUS']
duty_seed_1113,[3504676201],320.0,['ARN ➔ CGN']
duty_seed_1117,[3505309613],320.0,['ARN ➔ DUS']
duty_seed_1120,"[3505309605, 3505309725, 3505309555]",320.0,['HAM ➔ DUS ➔ ZRH ➔ HAM']
duty_seed_1124,[3505309656],320.0,['BIO ➔ DUS']
duty_seed_1127,[3505309654],320.0,['BIO ➔ DUS']
duty_seed_1132,[3505310318],320.0,['ARN ➔ DUS']
duty_seed_1134,[3505310219],320.0,['NCE ➔ HAM']
duty_seed_1135,[3505310361],320.0,['BIO ➔ DUS']
duty_seed_1136,[3505309955],320.0,['CGN ➔ ARN']
duty_seed_1137,[3505310086],320.0,['STR ➔ DUB']
duty_seed_1140,[3505310017],320.0,['FCO ➔ CGN']
duty_seed_1141,[3505310087],320.0,['DUB ➔ STR']
duty_seed_1142,[3505310049],320.0,['BCN ➔ STR']
duty_seed_1143,[3505310986],320.0,['NCE ➔ HAM']
duty_seed_1145,"[3505310832, 3505310833]",320.0,['STR ➔ PMI ➔ STR']
duty_seed_1146,[3505311041],320.0,['HAM ➔ SPU']
duty_seed_1150,"[3504618968, 3504618971]",322.5,['STR ➔ PMI ➔ STR']
duty_seed_1151,"[3504638830, 3504638831]",322.5,['DUS ➔ OLB ➔ DUS']
duty_seed_1153,"[3504676810, 3504676820, 3504676681]",322.5,['HAM ➔ DUS ➔ MUC ➔ HAM']
duty_seed_1155,[3504619149],325.0,['STR ➔ PRN']
duty_seed_1158,[3504619378],325.0,['DUS ➔ BIO']
duty_seed_1159,[3504619302],325.0,['BER ➔ HEL']
duty_seed_1160,[3504619215],325.0,['HAM ➔ NCE']
duty_seed_1161,[3504618949],325.0,['EDI ➔ STR']
duty_seed_1165,[3504619303],325.0,['HEL ➔ BER']
duty_seed_1170,[3504658273],325.0,['DUS ➔ FCO']
duty_seed_1171,[3504658269],325.0,['DUS ➔ OLB']
duty_seed_1172,[3504658179],325.0,['DUS ➔ BIO']
duty_seed_1174,[3504676773],325.0,['BER ➔ HEL']
duty_seed_1176,[3504676311],325.0,['CGN ➔ OLB']
duty_seed_1178,[3504676872],325.0,['DUS ➔ BIO']
duty_seed_1183,[3505309752],325.0,['OLB ➔ DUS']
duty_seed_1184,[3505309655],325.0,['DUS ➔ BIO']
duty_seed_1185,[3505309653],325.0,['DUS ➔ BIO']
duty_seed_1187,[3505309577],325.0,['HEL ➔ BER']
duty_seed_1190,[3505310281],325.0,['BER ➔ HEL']
duty_seed_1191,[3505310446],325.0,['OLB ➔ DUS']
duty_seed_1192,[3505310159],325.0,['STR ➔ PRN']
duty_seed_1193,[3505310360],325.0,['DUS ➔ BIO']
duty_seed_1194,[3505310455],325.0,['DUS ➔ FCO']
duty_seed_1195,[3505310160],325.0,['PRN ➔ STR']
duty_seed_1198,[3505311202],325.0,['DUS ➔ OMO']
duty_seed_1199,[3505311184],325.0,['DUS ➔ OLB']
duty_seed_1202,[3505310939],325.0,['STR ➔ PRN']
duty_seed_1206,[3505561565],325.0,['PRN ➔ NUE']
duty_seed_1208,"[3504619484, 3504619485]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1209,"[3504619486, 3504619487]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1210,"[3504638840, 3504638841]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1212,"[3504676322, 3504676324]",327.5,['CGN ➔ BRI ➔ CGN']
duty_seed_1213,"[3504676964, 3504676965]",327.5,['DUS ➔ OLB ➔ DUS']
duty_seed_1214,"[3505309757, 3505309758]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1215,"[3505310457, 3505310458]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1216,"[3505311196, 3505311197]",327.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1217,"[3505310788, 3505310789]",327.5,['CGN ➔ BRI ➔ CGN']
duty_seed_1219,[3504618888],330.0,['DBV ➔ CGN']
duty_seed_1223,[3504619313],330.0,['NCE ➔ BER']
duty_seed_1224,"[3504638838, 3504638839]",330.0,['DUS ➔ FCO ➔ DUS']
duty_seed_1227,[3504658274],330.0,['FCO ➔ DUS']
duty_seed_1230,[3504676971],330.0,['FCO ➔ DUS']
duty_seed_1231,[3504676968],330.0,['DUS ➔ BRI']
duty_seed_1232,"[3504676972, 3504676973]",330.0,['DUS ➔ FCO ➔ DUS']
duty_seed_1235,[3504676546],330.0,['STR ➔ ARN']
duty_seed_1236,"[3505309755, 3505309756]",330.0,['DUS ➔ FCO ➔ DUS']
duty_seed_1239,[3505309639],330.0,['DUS ➔ BCN']
duty_seed_1242,[3505309274],330.0,['CGN ➔ BCN']
duty_seed_1244,[3505310465],330.0,['DUS ➔ TIV']
duty_seed_1245,"[3505310454, 3505310453]",330.0,['DUS ➔ FCO ➔ DUS']
duty_seed_1250,[3505310284],330.0,['NCE ➔ BER']
duty_seed_1252,[3505310953],330.0,['PMI ➔ NUE']
duty_seed_1253,[3504619176],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1254,[3504638377],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1255,[3504657832],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1256,[3504657840],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1257,[3504676580],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1258,[3505309477],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1259,[3505309469],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1260,[3505310184],330.0,['NUE ➔ PMI (Layover Line)']
