pairing_id,covered_legs,total_cost,duty_itineraries
duty_seed_1261,[3505310175],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1262,[3505310183],330.0,['PMI ➔ NUE (Layover Line)']
duty_seed_1264,"[3504657835, 3504657834]",332.5,['NUE ➔ PMI ➔ NUE']
duty_seed_1265,"[3504658275, 3504658276]",332.5,['DUS ➔ FCO ➔ DUS']
duty_seed_1266,"[3504676367, 3504676369]",332.5,['STR ➔ IBZ ➔ STR']
duty_seed_1267,"[3505309723, 3505309553, 3505309605]",332.5,['DUS ➔ ZRH ➔ HAM ➔ DUS']
duty_seed_1269,"[3505310056, 3505310057]",332.5,['STR ➔ IBZ ➔ STR']
duty_seed_1274,[3504619363],335.0,['BCN ➔ DUS']
duty_seed_1275,[3504618993],335.0,['STR ➔ CTA']
duty_seed_1279,[3504638837],335.0,['CAG ➔ DUS']
duty_seed_1281,[3504638199],335.0,['STR ➔ VLC']
duty_seed_1282,[3504638719],335.0,['BCN ➔ DUS']
duty_seed_1289,[3504658271],335.0,['DUS ➔ BDS']
duty_seed_1292,[3504676353],335.0,['STR ➔ EDI']
duty_seed_1298,[3505309578],335.0,['BER ➔ NCL']
duty_seed_1300,[3505309416],335.0,['HAJ ➔ OLB']
duty_seed_1302,[3505309566],335.0,['HAM ➔ FCO']
duty_seed_1303,[3505309640],335.0,['BCN ➔ DUS']
duty_seed_1304,[3505309567],335.0,['FCO ➔ HAM']
duty_seed_1309,[3505310466],335.0,['TIV ➔ DUS']
duty_seed_1313,[3505310040],335.0,['STR ➔ EDI']
duty_seed_1314,[3505310450],335.0,['CAG ➔ DUS']
duty_seed_1316,[3505310283],335.0,['BER ➔ NCE']
duty_seed_1319,[3505311188],335.0,['DUS ➔ BDS']
duty_seed_1320,[3505311038],335.0,['FCO ➔ HAM']
duty_seed_1322,[3505311203],335.0,['OMO ➔ DUS']
duty_seed_1324,[3505311089],335.0,['BCN ➔ DUS']
duty_seed_1329,[3505311195],335.0,['BRI ➔ DUS']
duty_seed_1330,[3505311193],335.0,['CAG ➔ DUS']
duty_seed_1334,[3504619015],335.0,['HAJ ➔ OLB (Layover Line)']
duty_seed_1335,[3504657675],335.0,['STR ➔ OTP (Layover Line)']
duty_seed_1336,"[3504619364, 3504619365]",337.5,['DUS ➔ BCN ➔ DUS']
duty_seed_1338,"[3504676854, 3504676855]",337.5,['DUS ➔ BCN ➔ DUS']
duty_seed_1339,"[3505309753, 3505309754]",337.5,['DUS ➔ NAP ➔ DUS']
duty_seed_1340,"[3505310342, 3505310343]",337.5,['DUS ➔ BCN ➔ DUS']
duty_seed_1341,"[3505310344, 3505310345]",337.5,['DUS ➔ BCN ➔ DUS']
duty_seed_1342,"[3505310346, 3505310347]",337.5,['DUS ➔ BCN ➔ DUS']
duty_seed_1343,"[3505311190, 3505311191]",337.5,['DUS ➔ NAP ➔ DUS']
duty_seed_1344,"[3505310786, 3505310787]",337.5,['CGN ➔ NAP ➔ CGN']
duty_seed_1345,[3504619489],340.0,['DUS ➔ TIA']
duty_seed_1346,"[3504619482, 3504619483]",340.0,['DUS ➔ NAP ➔ DUS']
duty_seed_1353,[3504619293],340.0,['OLB ➔ HAM']
duty_seed_1354,[3504618824],340.0,['PMI ➔ CGN']
duty_seed_1361,[3504619204],340.0,['PMI ➔ DUS']
duty_seed_1364,[3504618994],340.0,['CTA ➔ STR']
duty_seed_1366,[3504618827],340.0,['PMI ➔ CGN']
duty_seed_1367,"[3504638716, 3504638717]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1368,[3504638836],340.0,['DUS ➔ CAG']
duty_seed_1374,[3504638843],340.0,['DUS ➔ TIA']
duty_seed_1377,"[3504638802, 3504638553, 3504638668]",340.0,['DUS ➔ ZRH ➔ HAM ➔ DUS']
duty_seed_1380,"[3504638720, 3504638721]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1387,[3504638130],340.0,['PMI ➔ CGN']
duty_seed_1389,"[3504658165, 3504658166]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1390,[3504658280],340.0,['DUS ➔ TIA']
duty_seed_1392,[3504657847],340.0,['PMI ➔ DUS']
duty_seed_1396,"[3504657642, 3504657643]",340.0,['CGN ➔ NAP ➔ CGN']
duty_seed_1404,"[3504658121, 3504658031, 3504658176]",340.0,['DUS ➔ HAM ➔ LHR ➔ DUS']
duty_seed_1405,"[3504658167, 3504658168]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1408,[3504658272],340.0,['BDS ➔ DUS']
duty_seed_1409,[3504658202],340.0,['PMI ➔ DUS']
duty_seed_1413,[3504657612],340.0,['PMI ➔ CGN']
duty_seed_1414,"[3504676852, 3504676853]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1424,"[3504676856, 3504676857]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1431,[3504676557],340.0,['PRN ➔ HAJ']
duty_seed_1433,"[3505309637, 3505309638]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1435,[3505309272],340.0,['BCN ➔ CGN']
duty_seed_1442,[3505309281],340.0,['PMI ➔ CGN']
duty_seed_1443,[3505309674],340.0,['PMI ➔ DUS']
duty_seed_1444,"[3505309641, 3505309642]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1445,[3505309760],340.0,['DUS ➔ TIA']
duty_seed_1447,[3505309682],340.0,['PMI ➔ DUS']
duty_seed_1448,"[3505309322, 3505309323]",340.0,['CGN ➔ NAP ➔ CGN']
duty_seed_1451,[3505309275],340.0,['BCN ➔ CGN']
duty_seed_1453,[3505309289],340.0,['PMI ➔ CGN']
duty_seed_1454,"[3505310447, 3505310448]",340.0,['DUS ➔ NAP ➔ DUS']
duty_seed_1455,[3505310463],340.0,['DUS ➔ TIA']
duty_seed_1461,[3505310449],340.0,['DUS ➔ CAG']
duty_seed_1464,[3505309983],340.0,['PMI ➔ CGN']
duty_seed_1470,[3505310379],340.0,['PMI ➔ DUS']
duty_seed_1471,[3505309987],340.0,['PMI ➔ CGN']
duty_seed_1477,"[3505311086, 3505311087]",340.0,['DUS ➔ BCN ➔ DUS']
duty_seed_1483,[3505311035],340.0,['HAM ➔ BRI']
duty_seed_1484,[3505311189],340.0,['BDS ➔ DUS']
duty_seed_1485,[3505311036],340.0,['BRI ➔ HAM']
duty_seed_1491,[3505311192],340.0,['DUS ➔ CAG']
duty_seed_1499,[3505310748],340.0,['PMI ➔ CGN']
duty_seed_1502,[3505310783],340.0,['SUF ➔ CGN']
duty_seed_1505,[3504619292],340.0,['HAM ➔ OLB (Layover Line)']
duty_seed_1506,"[3504619341, 3504619344]",342.5,['DUS ➔ ARN ➔ DUS']
duty_seed_1507,"[3504619331, 3504619219, 3504619373]",342.5,['DUS ➔ HAM ➔ LHR ➔ DUS']
duty_seed_1508,"[3504618812, 3504618813]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1509,"[3504638113, 3504638114]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1510,"[3504638834, 3504638835]",342.5,['DUS ➔ NAP ➔ DUS']
duty_seed_1511,"[3504638570, 3504638571]",342.5,['HAM ➔ FCO ➔ HAM']
duty_seed_1514,"[3504638115, 3504638116]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1515,"[3504657598, 3504657599]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1517,"[3504676761, 3504676762]",342.5,['HAM ➔ FCO ➔ HAM']
duty_seed_1518,"[3504676361, 3504676362]",342.5,['STR ➔ VLC ➔ STR']
duty_seed_1520,"[3505309968, 3505309969]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1522,"[3505310271, 3505310272]",342.5,['HAM ➔ FCO ➔ HAM']
duty_seed_1523,"[3505309970, 3505309971]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1524,"[3505310042, 3505310043]",342.5,['STR ➔ OTP ➔ STR']
duty_seed_1525,"[3505310727, 3505310728]",342.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1526,"[3505310751, 3505310752]",342.5,['CGN ➔ MAH ➔ CGN']
duty_seed_1527,"[3505310796, 3505310797]",342.5,['CGN ➔ TIA ➔ CGN']
duty_seed_1528,[3504619147],345.0,['DUS ➔ PRN']
duty_seed_1529,[3504619490],345.0,['TIA ➔ DUS']
duty_seed_1531,[3504619388],345.0,['DUS ➔ VLC']
duty_seed_1533,[3504619389],345.0,['VLC ➔ DUS']
duty_seed_1539,[3504638844],345.0,['TIA ➔ DUS']
duty_seed_1542,[3504658281],345.0,['TIA ➔ DUS']
duty_seed_1543,[3504657822],345.0,['DUS ➔ PRN']
duty_seed_1544,[3504658187],345.0,['DUS ➔ VLC']
duty_seed_1547,"[3504676211, 3504676212]",345.0,['CGN ➔ BCN ➔ CGN']
duty_seed_1548,[3504676553],345.0,['DUS ➔ PRN']
duty_seed_1553,"[3504676213, 3504676214]",345.0,['CGN ➔ BCN ➔ CGN']
duty_seed_1556,[3504676597],345.0,['PMI ➔ NUE']
duty_seed_1557,[3505309664],345.0,['DUS ➔ VLC']
duty_seed_1561,[3505309761],345.0,['TIA ➔ DUS']
duty_seed_1562,[3505310357],345.0,['IBZ ➔ DUS']
duty_seed_1564,[3505310464],345.0,['TIA ➔ DUS']
duty_seed_1573,[3505310782],345.0,['CGN ➔ SUF']
duty_seed_1575,[3504619025],345.0,['PMI ➔ DTM (Layover Line)']
duty_seed_1578,"[3504657638, 3504657639]",347.5,['CGN ➔ BDS ➔ CGN']
duty_seed_1580,"[3504657600, 3504657601]",347.5,['CGN ➔ BCN ➔ CGN']
duty_seed_1584,"[3505310074, 3505310075]",347.5,['STR ➔ SKG ➔ STR']
duty_seed_1585,"[3505310860, 3505310861]",347.5,['STR ➔ CTA ➔ STR']
duty_seed_1586,"[3505310848, 3505310849]",347.5,['STR ➔ SKG ➔ STR']
duty_seed_1587,"[3505310780, 3505310781]",347.5,['CGN ➔ BDS ➔ CGN']
duty_seed_1588,[3504618802],350.0,['TUN ➔ CGN']
duty_seed_1589,[3504619464],350.0,['DUS ➔ OTP']
duty_seed_1590,[3504619148],350.0,['PRN ➔ DUS']
duty_seed_1593,[3504638768],350.0,['DUS ➔ CFU']
duty_seed_1596,[3504657823],350.0,['PRN ➔ DUS']
duty_seed_1598,[3504764138],350.0,['FAO ➔ DUS']
duty_seed_1599,[3504676966],350.0,['DUS ➔ SUF']
duty_seed_1600,[3504676967],350.0,['SUF ➔ DUS']
duty_seed_1602,[3504676906],350.0,['DUS ➔ CFU']
duty_seed_1607,[3505309300],350.0,['CGN ➔ SKG']
duty_seed_1608,[3505309413],350.0,['PMI ➔ HAJ']
duty_seed_1609,[3505310433],350.0,['DUS ➔ OTP']
duty_seed_1611,[3505311186],350.0,['DUS ➔ SUF']
duty_seed_1612,[3505311032],350.0,['CAG ➔ HAM']
duty_seed_1613,[3505311187],350.0,['SUF ➔ DUS']
duty_seed_1615,[3505310931],350.0,['DUS ➔ CFU']
duty_seed_1618,[3505310853],350.0,['RMO ➔ STR']
duty_seed_1619,[3505310969],350.0,['PMI ➔ HAJ']
duty_seed_1620,[3504658253],350.0,['DUS ➔ OTP (Layover Line)']
duty_seed_1621,[3505310763],350.0,['CGN ➔ SKG (Layover Line)']
duty_seed_1622,"[3504619404, 3504619405]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1623,"[3504619376, 3504619377]",352.5,['DUS ➔ MAH ➔ DUS']
duty_seed_1624,"[3504619412, 3504619413]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1625,"[3504619416, 3504619417]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1626,"[3504619420, 3504619421]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1627,"[3504619418, 3504619419]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1628,"[3504638125, 3504638126]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1629,"[3504638752, 3504638753]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1630,"[3504638754, 3504638755]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1631,"[3504638762, 3504638763]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1632,"[3504638129, 3504638128]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1633,"[3504657602, 3504657603]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1634,"[3504658075, 3504658076]",352.5,['HAM ➔ BRI ➔ HAM']
duty_seed_1635,"[3504657606, 3504657607]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1636,"[3504658207, 3504658208]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1637,"[3504658209, 3504658210]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1638,"[3504658211, 3504658212]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1640,"[3504676223, 3504676222]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1642,"[3504676757, 3504676758]",352.5,['HAM ➔ OLB ➔ HAM']
duty_seed_1643,"[3504676895, 3504676894]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1644,"[3504676896, 3504676897]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1645,"[3504676870, 3504676871]",352.5,['DUS ➔ MAH ➔ DUS']
duty_seed_1646,"[3505309280, 3505309279]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1647,"[3505309284, 3505309285]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1648,"[3505309564, 3505309565]",352.5,['HAM ➔ OLB ➔ HAM']
duty_seed_1649,"[3505309676, 3505309675]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1650,"[3505309677, 3505309678]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1651,"[3505309288, 3505309287]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1652,"[3505310267, 3505310268]",352.5,['HAM ➔ OLB ➔ HAM']
duty_seed_1653,"[3505310382, 3505310383]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1654,"[3505309990, 3505309991]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1655,"[3505310736, 3505310738]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1656,"[3505310929, 3505310930]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1657,"[3505310739, 3505310740]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1658,"[3505310734, 3505310737]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1659,"[3505311126, 3505311127]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1660,"[3505310745, 3505310743]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1661,"[3505311128, 3505311129]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1662,"[3505311134, 3505311135]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1663,"[3505311139, 3505311138]",352.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1664,"[3505310747, 3505310750]",352.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1666,"[3504619406, 3504619407]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1667,"[3504619408, 3504619409]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1672,"[3504619410, 3504619411]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1676,"[3504638748, 3504638749]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1677,[3504638815],355.0,['OTP ➔ DUS']
duty_seed_1678,"[3504638750, 3504638751]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1680,"[3504638327, 3504638328]",355.0,['DTM ➔ PMI ➔ DTM']
duty_seed_1681,"[3504638756, 3504638757]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1682,"[3504638758, 3504638759]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1683,"[3504638760, 3504638761]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1684,"[3504638131, 3504638132]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1687,"[3504658197, 3504658198]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1688,"[3504658199, 3504658200]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1691,"[3504657848, 3504658204]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1693,"[3504658205, 3504658206]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1694,[3504657859],355.0,['PMI ➔ HAJ']
duty_seed_1695,"[3504657611, 3504657613]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1697,[3504657798],355.0,['SKG ➔ HAJ']
duty_seed_1698,"[3504676888, 3504676889]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1699,"[3504676892, 3504676893]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1703,"[3504676900, 3504676901]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1704,"[3504676898, 3504676899]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1706,"[3504676231, 3504676228]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1708,"[3505309679, 3505309680]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1709,"[3505309687, 3505309688]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1710,"[3505309683, 3505309684]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1711,"[3505309286, 3505309287]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1712,[3505309736],355.0,['OTP ➔ DUS']
duty_seed_1715,"[3505309978, 3505309979]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1716,"[3505310374, 3505310375]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1717,"[3505310376, 3505310377]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1718,"[3505310390, 3505310391]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1720,[3505310434],355.0,['OTP ➔ DUS']
duty_seed_1721,"[3505310380, 3505310381]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1722,"[3505310116, 3505310117]",355.0,['DTM ➔ PMI ➔ DTM']
duty_seed_1724,"[3505310388, 3505310389]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1725,"[3505309988, 3505309981]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1727,"[3505311122, 3505311123]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1728,[3505311031],355.0,['HAM ➔ CAG']
duty_seed_1730,"[3505311130, 3505311131]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1731,"[3505311132, 3505311133]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1732,"[3505310933, 3505310934]",355.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1733,"[3505310749, 3505310746]",355.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1735,[3505310938],355.0,['PRN ➔ HAM']
duty_seed_1737,[3505310719],355.0,['CGN ➔ TUN']
duty_seed_1738,[3505309418],355.0,['HAJ ➔ SUF (Layover Line)']
duty_seed_1739,[3505310886],355.0,['DTM ➔ CTA (Layover Line)']
duty_seed_1742,"[3504618823, 3504618826]",357.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1743,"[3504638123, 3504638122]",357.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1744,"[3504638746, 3504638747]",357.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1745,"[3504638167, 3504638672]",357.5,['STR ➔ BER ➔ DUS']
duty_seed_1746,"[3504638673, 3504638094]",357.5,['DUS ➔ BER ➔ CGN']
duty_seed_1748,"[3504658245, 3504658068, 3504658124]",357.5,['DUS ➔ ZRH ➔ HAM ➔ DUS']
duty_seed_1749,"[3504657610, 3504657609]",357.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1751,"[3504676903, 3504676902]",357.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1752,"[3505309685, 3505309686]",357.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1753,"[3505310384, 3505310385]",357.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1754,"[3505309986, 3505309989]",357.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1760,[3504618880],360.0,['ALC ➔ CGN']
duty_seed_1766,"[3504638088, 3504638672]",360.0,['CGN ➔ BER ➔ DUS']
duty_seed_1767,[3504638774],360.0,['DUS ➔ OPO']
duty_seed_1772,[3504638769],360.0,['CFU ➔ DUS']
duty_seed_1783,[3504658048],360.0,['PMI ➔ HAM']
duty_seed_1784,[3504657727],360.0,['STR ➔ ATH']
duty_seed_1789,[3504676954],360.0,['DUS ➔ CTA']
duty_seed_1792,"[3504676225, 3504676224]",360.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1793,[3504676907],360.0,['CFU ➔ DUS']
duty_seed_1794,[3504676874],360.0,['ALC ➔ DUS']
duty_seed_1798,"[3504676533, 3504676815]",360.0,['SZG ➔ BER ➔ DUS']
duty_seed_1808,"[3505309282, 3505309283]",360.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1811,[3505309382],360.0,['STR ➔ ATH']
duty_seed_1816,"[3505310004, 3505310304, 3505309947]",360.0,['CGN ➔ ZRH ➔ BER ➔ CGN']
duty_seed_1823,"[3505309984, 3505309985]",360.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1825,[3505310289],360.0,['BER ➔ BIO']
duty_seed_1827,[3505310290],360.0,['BIO ➔ BER']
duty_seed_1831,[3505311008],360.0,['PMI ➔ HAM']
duty_seed_1837,"[3505311136, 3505311137]",360.0,['DUS ➔ PMI ➔ DUS']
duty_seed_1845,[3504619319],360.0,['PMI ➔ BER (Layover Line)']
duty_seed_1846,[3504619322],360.0,['BER ➔ PMI (Layover Line)']
duty_seed_1849,"[3504619458, 3504618841]",362.5,['DUS ➔ ZRH ➔ CGN']
duty_seed_1850,"[3504638121, 3504638122]",362.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1851,"[3504638740, 3504638741]",362.5,['DUS ➔ VLC ➔ DUS']
duty_seed_1852,"[3504638443, 3504638751]",362.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1853,"[3504638677, 3504638097]",362.5,['DUS ➔ MUC ➔ CGN']
duty_seed_1857,"[3504657636, 3504657637]",362.5,['CGN ➔ PMO ➔ CGN']
duty_seed_1858,"[3504676890, 3504676893]",362.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1859,"[3504676880, 3504676881]",362.5,['DUS ➔ VLC ➔ DUS']
duty_seed_1862,"[3504676230, 3504676229]",362.5,['CGN ➔ PMI ➔ CGN']
duty_seed_1865,"[3505309308, 3505309593, 3505309250]",362.5,['CGN ➔ ZRH ➔ BER ➔ CGN']
duty_seed_1869,"[3505310370, 3505310371]",362.5,['DUS ➔ VLC ➔ DUS']
duty_seed_1871,"[3505310386, 3505310387]",362.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1873,"[3504676670, 3504676339]",363.5,['HAM ➔ MUC ➔ (MUC🚌STR) ➔ HAM']
duty_seed_1887,"[3504638450, 3504638253, 3504638547]",365.0,['HAM ➔ STR ➔ VIE ➔ HAM']
duty_seed_1890,[3504638202],365.0,['AGP ➔ STR']
duty_seed_1891,[3504638541],365.0,['SKG ➔ HAM']
duty_seed_1892,[3504638525],365.0,['BCN ➔ HAM']
duty_seed_1894,"[3504657628, 3504658244]",365.0,['CGN ➔ ZRH ➔ DUS']
duty_seed_1900,[3504657757],365.0,['STR ➔ OPO']
duty_seed_1902,"[3504657608, 3504657605]",365.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1906,"[3504676759, 3504676760]",365.0,['HAM ➔ NAP ➔ HAM']
duty_seed_1907,[3504676915],365.0,['SKG ➔ DUS']
duty_seed_1909,[3504676955],365.0,['CTA ➔ DUS']
duty_seed_1912,[3505309386],365.0,['STR ➔ OPO']
duty_seed_1916,"[3505309318, 3505309319]",365.0,['CGN ➔ PMO ➔ CGN']
duty_seed_1917,[3505309301],365.0,['SKG ➔ CGN']
duty_seed_1919,[3505309525],365.0,['BCN ➔ HAM']
duty_seed_1928,"[3505311110, 3505311111]",365.0,['DUS ➔ VLC ➔ DUS']
duty_seed_1930,"[3505310742, 3505310744]",365.0,['CGN ➔ PMI ➔ CGN']
duty_seed_1934,"[3505310778, 3505310779]",365.0,['CGN ➔ PMO ➔ CGN']
duty_seed_1936,[3505310764],365.0,['SKG ➔ CGN']
duty_seed_1938,[3504676386],365.0,['STR ➔ HER (Layover Line)']
duty_seed_1939,"[3505310211, 3505310024]",366.0,['HAM ➔ MUC ➔ (MUC🚌STR) ➔ HAM']
duty_seed_1941,"[3504619414, 3504619415]",367.5,['DUS ➔ PMI ➔ DUS']
duty_seed_1943,"[3504619335, 3504618921]",367.5,['DUS ➔ BER ➔ STR']
duty_seed_1944,"[3504638119, 3504638120]",367.5,['CGN ➔ IBZ ➔ CGN']
duty_seed_1948,"[3504657584, 3504657653]",367.5,['CGN ➔ BER ➔ STR']
duty_seed_1955,"[3504676814, 3504676336]",367.5,['DUS ➔ BER ➔ STR']
duty_seed_1958,"[3505311033, 3505311034]",367.5,['HAM ➔ NAP ➔ HAM']
duty_seed_1960,"[3505310935, 3505310936]",367.5,['DUS ➔ PRN ➔ DUS']
duty_seed_1962,[3504619448],370.0,['DUS ➔ MLA']
duty_seed_1972,"[3504618816, 3504618817]",370.0,['CGN ➔ IBZ ➔ CGN']
duty_seed_1974,"[3504638566, 3504638567]",370.0,['HAM ➔ NAP ➔ HAM']
duty_seed_1978,[3504638134],370.0,['LIS ➔ CGN']
duty_seed_1983,[3504658037],370.0,['HAM ➔ VLC']
duty_seed_1984,[3504658038],370.0,['VLC ➔ HAM']
duty_seed_1989,[3504658034],370.0,['IBZ ➔ HAM']
duty_seed_1994,[3504657733],370.0,['ATH ➔ STR']
duty_seed_1995,"[3504676220, 3504676221]",370.0,['CGN ➔ IBZ ➔ CGN']
duty_seed_2001,"[3504676808, 3504676743, 3504676936]",370.0,['DUS ➔ HAM ➔ VIE ➔ DUS']
duty_seed_2010,"[3505309347, 3505309336]",370.0,['VCE ➔ STR ➔ HAM']
duty_seed_2016,[3505309561],370.0,['CTA ➔ HAM']
duty_seed_2018,[3505309383],370.0,['ATH ➔ STR']
duty_seed_2023,"[3505309976, 3505309977]",370.0,['CGN ➔ IBZ ➔ CGN']
duty_seed_2028,"[3505310733, 3505310735]",370.0,['CGN ➔ IBZ ➔ CGN']
duty_seed_2029,[3505311029],370.0,['HAM ➔ CTA']
duty_seed_2030,[3505310994],370.0,['VLC ➔ HAM']
duty_seed_2031,[3505311030],370.0,['CTA ➔ HAM']
duty_seed_2033,"[3505310741, 3505310744]",370.0,['CGN ➔ PMI ➔ CGN']
duty_seed_2034,[3505311068],370.0,['ZTH ➔ BER']
duty_seed_2040,"[3504618822, 3504618821]",372.5,['CGN ➔ PMI ➔ CGN']
duty_seed_2042,"[3504618814, 3504618815]",372.5,['CGN ➔ VLC ➔ CGN']
duty_seed_2043,"[3504619374, 3504619375]",372.5,['DUS ➔ IBZ ➔ DUS']
duty_seed_2045,"[3504638730, 3504638731]",372.5,['DUS ➔ IBZ ➔ DUS']
duty_seed_2047,"[3504638832, 3504638833]",372.5,['DUS ➔ SUF ➔ DUS']
duty_seed_2048,"[3504638255, 3504638173]",372.5,['VIE ➔ STR ➔ BER']
duty_seed_2049,"[3504658177, 3504658178]",372.5,['DUS ➔ IBZ ➔ DUS']
duty_seed_2052,"[3504676217, 3504676219]",372.5,['CGN ➔ VLC ➔ CGN']
duty_seed_2053,"[3504676393, 3504676339]",372.5,['VIE ➔ STR ➔ HAM']
